msa_id	split	fitted_model	best_model_base	has_G	has_I	has_F	gamma_alpha	p_invariant	log_likelihood	aic	bic	total_tree_length	mean_branch_length	median_branch_length	max_root_to_leaf_depth	median_root_to_leaf_depth	n_leaves	n_branches	gap_ratio	informative_site_ratio	num_sequences	alignment_length
0	train	LG+F+G4	LG	True	False	True	0.8208		-33632.5754	67555.1509	68145.4078	65.0622672479	0.5204981379832	0.4275490874	7.5954404016999995	5.4787546811	64	125	0.380484988453	0.676674364896	64	433
1	train	LG+G4	LG	True	False	False	1.1333		-15233.7321	30595.4643	30846.958	28.9017966409	0.4587586768396825	0.3909135074	7.1729126298	2.5932999527000002	33	63	0.302707930368	0.68085106383	33	376
10	train	LG+G4	LG	True	False	False	1.8658		-5929.055	12002.1101	12199.7452	24.9673344323	0.35165259763802814	0.2023456747	4.3828039037	1.7781733972000002	37	71	0.119153936545	0.913043478261	37	115
100	train	JTT+G4	JTT	True	False	False	2.7209		-6981.5771	14027.1543	14138.1322	13.8683073683	0.44736475381612906	0.2320575719	2.3675819863000003	1.6075452004000002	17	31	0.111690245719	0.827004219409	17	237
1002	train	LG+G4	LG	True	False	False	1.239		-6729.9796	13519.9593	13628.5713	14.7705587086	0.5093296106413793	0.282978927	2.6852867719	2.25351389295	16	29	0.180706521739	0.717391304348	16	276
1003	train	JTT+G4	JTT	True	False	False	0.7103		-3838.3819	7752.7639	7871.7	9.8284298206	0.26563323839459463	0.1410542014	1.8976963002	1.1969879569499997	20	37	0.11124260355	0.644970414201	20	169
1005	train	LG+F+G4	LG	True	False	True	1.8835		-19100.8661	38415.7322	38828.8363	44.0310831525	0.5061044040517242	0.2896857475	5.706673786	4.4251601673000005	45	87	0.350680595125	0.757834757835	45	351
1006	train	LG+G4	LG	True	False	False	5.0409		-4172.3217	8448.6435	8573.1548	25.7805566166	0.5055011101294117	0.3934389446	4.9669917411	2.7934048664000004	27	51	0.0493827160494	0.950617283951	27	81
1008	train	JTT+G4	JTT	True	False	False	0.1009		-1475.9946	2967.9893	2998.0099	0.424313874	0.06061626771428571	0.0572062542	0.22533072910000002	0.15604536689999998	5	7	0.00380952380952	0.0507936507937	5	315
1009	train	LG+G4	LG	True	False	False	1.0089		-89890.1608	180228.3216	181344.4829	84.6026010807	0.3793838613484305	0.2695614562	5.111645254199999	3.5140966903999997	113	223	0.564376836817	0.611317254174	113	1078
1010	train	JTT+F+G4	JTT	True	False	True	0.9226		-4296.5477	8663.0955	8805.4904	4.0066376921	0.26710917947333335	0.2499813266	2.1692478587	0.6219990242	9	15	0.246656378601	0.356481481481	9	432
1012	train	LG+G4	LG	True	False	False	1.5947		-7492.5351	15149.0702	15397.5661	26.2181910164	0.32368137057283947	0.2466140982	6.0377076729	4.6732619678	42	81	0.250233426704	0.843137254902	42	153
1016	train	LG+G4	LG	True	False	False	1.1266		-12831.6217	25731.2435	25876.2637	13.1971741663	0.3999143686757576	0.3519889381	2.2440234838	1.41014549735	18	33	0.274186734263	0.606463878327	18	526
1017	train	LG+G4	LG	True	False	False	1.4231		-11642.1311	23380.2622	23561.5895	17.2719826294	0.3674889921148936	0.271412684	4.298450528099999	2.6306290774	25	47	0.121609907121	0.879256965944	25	323
1018	train	WAG+G4	WAG	True	False	False	1.6758		-4635.3967	9362.7935	9493.6261	23.7401220526	0.5275582678355556	0.4609479957	4.1239481543	2.7737327496499997	24	45	0.253608923885	0.755905511811	24	127
1019	train	LG+F+G4	LG	True	False	True	0.6334		-9969.5821	20025.1642	20212.2523	7.8229134464	0.34012667158260873	0.3546788633	1.9341952980000001	1.6306973141999999	13	23	0.133172237884	0.553228621291	13	573
102	train	JTT+G4	JTT	True	False	False	0.5605		-2673.6638	5451.3277	5575.193	15.2014895107	0.29806842177843135	0.2342984327	3.1211828939	1.8135626539999998	27	51	0.0467592592593	0.7125	27	80
1020	train	LG+F+G4	LG	True	False	True	0.6695		-19954.5645	40259.129	40846.5316	91.0486709774	0.5874107804993548	0.4109683675	8.371430428	5.372717504100001	79	155	0.319620253165	0.735849056604	79	212
1021	train	LG+G4	LG	True	False	False	0.9384		-3479.0554	7010.1109	7091.4882	9.3936494059	0.375745976236	0.2305137494	3.8136546080000002	0.8895716516	14	25	0.0984784446323	0.650887573964	14	169
1022	train	LG+G4	LG	True	False	False	0.8204		-15167.8806	30515.7613	30849.1017	48.8516610365	0.5488950678258426	0.3543845455	7.0577389195	3.2013166007000002	46	89	0.343913043478	0.68	46	300
1023	train	LG+G4	LG	True	False	False	1.2715		-8297.8451	16643.6902	16739.1226	9.3428375624	0.40621032879999996	0.2763801395	1.8184541186	1.2602191017000002	13	23	0.104256149941	0.695431472081	13	394
1024	train	LG+G4	LG	True	False	False	0.772		-3944.8705	7961.741	8076.8869	11.1353478537	0.31815279582	0.2087421092	3.1920474073	1.7381708913	19	35	0.218958999709	0.552486187845	19	181
1026	train	LG+G4	LG	True	False	False	1.2775		-24587.4343	49378.8686	49786.7602	35.9333354758	0.355775598770297	0.2311347411	3.2541337892	2.69163924985	52	101	0.280683336515	0.794044665012	52	403
1027	train	LG+F+G4	LG	True	False	True	1.3705		-8894.734	17895.468	18089.4206	22.5568040609	0.6835395169969697	0.3814644714	4.665950974799999	2.3254019714	18	33	0.12950058072	0.815331010453	18	287
1030	train	LG+G4	LG	True	False	False	1.5097		-11597.8501	23275.7002	23431.3659	26.156708691	0.6706848382307692	0.2677815622	13.3198050983	1.3169416309	21	39	0.105761641673	0.886740331492	21	362
1031	train	WAG+G4	WAG	True	False	False	1.4407		-7237.4118	14542.8236	14667.0083	12.5974016749	0.3817394446939394	0.2836229799	2.9274210705	1.6733334528	18	33	0.234307992203	0.670175438596	18	285
1032	train	LG+G4	LG	True	False	False	0.9332		-5047.5498	10115.0996	10156.8374	7.5006008211	0.8334000912333334	0.3939216116	3.2466151933	1.6435506638	6	9	0.165625	0.197916666667	6	480
1033	train	LG	LG	False	False	False			-2203.6485	4421.297	4444.2438	3.8703174128	0.5529024875428571	0.6075416196	1.3240261286000001	0.890847537	5	7	0.00918367346939	0.219387755102	5	196
1034	train	WAG+G4	WAG	True	False	False	0.8431		-3554.4486	7156.8971	7231.1471	13.2709651852	0.5769984863130435	0.3046632229	6.385554991399999	5.174867433499999	13	23	0.12505899009	0.736196319018	13	163
1036	train	LG+G4	LG	True	False	False	1.5292		-1428.4835	2916.967	2978.2585	9.7189387704	0.3351358196689655	0.1888606338	2.0001685511	0.8666232407500001	16	29	0.0482456140351	0.736842105263	16	57
1037	train	WAG+G4	WAG	True	False	False	0.4095		-1027.3255	2066.651	2085.2135	1.2742227452000001	0.25484454904000003	0.1946058563	0.6530645436	0.24577223655	4	5	0.0122699386503	0.0184049079755	4	163
1039	train	WAG+G4	WAG	True	False	False	1.478		-3945.5551	7927.1102	7988.3584	14.538053210100001	0.8551796005941177	0.2733344903	7.675108493400001	0.8794313189	10	17	0.145495495495	0.63963963964	10	222
1040	train	LG+G4	LG	True	False	False	1.3925		-6019.6656	12099.3312	12203.2461	12.8930256219	0.44458709041034483	0.2752061996	2.9749956226	2.0382348555	16	29	0.125	0.775423728814	16	236
1041	train	LG+G4	LG	True	False	False	1.4119		-1933.1609	3894.3217	3935.7033	4.3635814712	0.3356601131692308	0.2593362513	1.5122331089999999	0.5976060492999999	8	13	0.0132042253521	0.478873239437	8	142
1042	train	JTT+G4	JTT	True	False	False	1.3377		-891.5519	1815.1039	1850.3789	4.1292603653	0.2752840243533334	0.1565308768	2.7775274580000002	2.4726727834	9	15	0.0696517412935	0.582089552239	9	67
1043	train	WAG	WAG	False	False	False			-1455.2753	2932.5507	2963.8368	2.9641351538	0.26946683216363637	0.1461827374	1.5419319202000001	0.3892973433	7	11	0.0123734533183	0.393700787402	7	127
1044	train	JTT+G4	JTT	True	False	False	0.6178		-3517.5503	7051.1006	7084.098	2.1589498942	0.30842141345714286	0.1096371796	1.3716586309	0.32197674860000003	5	7	0.0245076586433	0.0984682713348	5	457
1045	train	WAG+F+G4	WAG	True	False	True	2.8881		-89111.0938	178784.1875	180082.0532	111.1408395735	0.42582697154597704	0.3046944431	6.990936759199999	3.1388033157500006	132	261	0.520744831492	0.6782376502	132	749
1046	train	WAG+G4	WAG	True	False	False	0.7619		-13766.796	27681.5921	27964.4975	16.3399138283	0.22383443600410957	0.1683861604	1.7790128674	1.0804928056	38	73	0.123559638742	0.689349112426	38	338
1047	train	WAG+G4	WAG	True	False	False	1.4049		-552.1119	1128.2239	1148.1866	4.5699665851999995	0.41545150774545453	0.3204513451	2.9744493554	1.313500868	7	11	0.0	0.461538461538	7	39
1048	train	VT	VT	False	False	False			-852.6853	1759.3706	1803.5855	6.6072739339	0.24471384940370372	0.231779732	1.5082514946999999	0.7639379445000001	15	27	0.140350877193	0.789473684211	15	38
1049	train	LG+F+G4	LG	True	False	True	1.1641		-10977.5366	22049.0731	22236.9064	20.0778261299	0.7436231899962963	0.5875553361	2.7527973845	1.6509522945000001	15	27	0.102653399668	0.776119402985	15	402
105	train	LG+G4	LG	True	False	False	0.8613		-9186.3767	18456.7533	18611.0329	13.2310891126	0.3227094905512195	0.2810335187	2.5510990618	2.1364750464999998	22	41	0.0995001562012	0.766323024055	22	291
1050	train	WAG	WAG	False	False	False			-1175.7418	2369.4837	2392.3733	3.8386044069	0.42651160076666667	0.3882089312	1.6955802964	0.8847445723	6	9	0.0372340425532	0.393617021277	6	94
1052	train	JTT+G4	JTT	True	False	False	1.8615		-1322.9426	2661.8852	2686.0234	3.2441464824999997	0.4634494975	0.2830871404	1.3001240095	0.8200364479	5	7	0.177483443709	0.139072847682	5	151
1053	train	LG+F+G4	LG	True	False	True	0.8998		-44860.143	90050.286	90791.7554	72.4473676697	0.49963701841172414	0.308608039	5.425505222	3.37926902225	74	145	0.491904158319	0.618759455371	74	661
1055	train	WAG+G4	WAG	True	False	False	1.6664		-12577.3999	25482.7999	26007.3534	77.1098436254	0.47306652530920246	0.3110946637	5.977925937399999	3.0652271200000003	83	163	0.577514477801	0.563535911602	83	181
1056	train	LG+G4	LG	True	False	False	1.2207		-2126.273	4328.546	4416.1005	12.9449269747	0.3498628912081081	0.2455151205	3.9517055068999998	2.0721984108	20	37	0.0743243243243	0.824324324324	20	74
1057	train	LG	LG	False	False	False			-6850.566	13767.132	13877.7433	15.0091834501	0.4548237409121212	0.3857317651	3.9749348217	2.9879896744499996	18	33	0.110057925224	0.914691943128	18	211
1059	train	JTT+G4	JTT	True	False	False	1.1793		-1135.0376	2294.0751	2328.1105	1.7069530308	0.15517754825454547	0.1248244196	0.6697638605	0.4389187526	7	11	0.0351473922902	0.238095238095	7	126
106	train	LG+F+G4	LG	True	False	True	1.3436		-59436.644	119583.288	120949.7983	104.6406133394	0.3123600398191045	0.1995592444	5.7832545607	2.1213339133	169	335	0.286428047678	0.835734870317	169	347
1062	train	LG+G4	LG	True	False	False	1.2049		-4716.6274	9457.2549	9504.0536	6.6030842931	0.6002803902818182	0.6187447453	2.0398377384	1.4984403953	7	11	0.120156555773	0.432876712329	7	365
1063	train	LG+G4	LG	True	False	False	0.9759		-16427.3625	33246.725	33857.8517	60.9341429078	0.3124827841425641	0.213575029	4.516618082	2.9899200618999995	99	195	0.288030000605	0.766467065868	99	167
1065	train	LG+G4	LG	True	False	False	0.8816		-2335.5045	4687.0091	4716.4777	2.16937345	0.3099104928571429	0.2357377039	0.7109737107	0.5573415373	5	7	0.0721088435374	0.119047619048	5	294
1066	train	LG+G4	LG	True	False	False	1.1201		-8589.0489	17242.0978	17369.4221	10.106458632	0.3260147945806452	0.2303124834	3.5994076608000003	1.4382473905	17	31	0.196128071482	0.708860759494	17	395
1067	train	LG+G4	LG	True	False	False	1.3546		-4603.4492	9226.8984	9266.838	6.2831148601999995	0.6981238733555555	0.2968545462	2.7270575372	0.93544833105	6	9	0.074812967581	0.209476309227	6	401
1069	train	LG+G4	LG	True	False	False	0.8954		-6479.9604	13067.9209	13244.1061	35.0748520966	0.6617896621999999	0.4502973568	4.7182891841	2.0400230851499996	28	53	0.380643967432	0.585492227979	28	193
107	train	LG+G4	LG	True	False	False	0.6199		-8397.4492	16850.8985	16962.2363	13.6340758089	0.5049657707	0.3014701777	2.2370389985	1.1646048649	15	27	0.193739424704	0.530456852792	15	394
1070	train	LG+G4	LG	True	False	False	0.9854		-3190.218	6392.436	6416.6201	2.3777097092	0.47554194184	0.3945165374	1.3438926266	0.6479005104	4	5	0.0402644230769	0.0697115384615	4	416
1071	train	LG+G4	LG	True	False	False	1.3256		-4052.709	8153.418	8231.3466	9.1026587073	0.3957677698826087	0.2139450189	1.9570937798	1.0681686772	13	23	0.053036437247	0.689473684211	13	190
1072	train	JTT+G4	JTT	True	False	False	1.1508		-4131.5232	8279.0464	8311.9381	4.3787992419	0.6255427488428572	0.2411280256	2.8115374364	2.5391250221	5	7	0.0647450110865	0.372505543237	5	451
1073	train	WAG+F+G4	WAG	True	False	True	1.5483		-3685.0332	7492.0663	7655.1089	21.4241676148	0.5225406735317074	0.3544274808	6.0174830338000005	4.44518469525	22	41	0.17629566695	0.775700934579	22	107
1074	train	LG+F+G4	LG	True	False	True	2.2532		-3932.7178	7955.4357	8092.3898	15.9062325648	0.636249302592	0.5273134812	4.1114455586	2.7562010163500004	14	25	0.137788018433	0.787096774194	14	155
1078	train	LG+G4	LG	True	False	False	1.1492		-2757.365	5534.7301	5569.1542	5.1066992954	0.5674110328222223	0.6580105323	1.3068137520999998	1.09108330695	6	9	0.046176046176	0.251082251082	6	231
1080	train	LG+G4	LG	True	False	False	1.7641		-11338.7964	22717.5929	22805.3305	11.8710371656	0.6247914297684211	0.5433057118	2.1513079424	1.6746356887	11	19	0.205540250995	0.584175084175	11	594
1083	train	LG+G4	LG	True	False	False	0.7785		-773.4337	1558.8673	1574.6757	1.6798561787	0.33597123574	0.1755430961	0.7020624116	0.4560642867	4	5	0.0	0.0194174757282	4	103
1084	train	LG+G4	LG	True	False	False	0.7887		-55096.5521	110681.1042	111722.7637	66.8694712797	0.27518300938148144	0.190769134	7.399216322799999	5.289779602200001	123	243	0.269878664696	0.778409090909	123	528
1085	train	LG+G4	LG	True	False	False	1.2502		-3821.3222	7674.6444	7729.7922	7.5097992636	0.50065328424	0.4113371962	1.7777678195999997	1.4355678312	9	15	0.0852490421456	0.495689655172	9	232
1086	train	LG+G4	LG	True	False	False	1.1449		-16885.0219	33946.0438	34279.2908	34.3735090175	0.39509780479885054	0.2493645854	4.5085532839999996	2.0446380549	45	87	0.280981595092	0.79754601227	45	326
1087	train	LG+G4	LG	True	False	False	1.0519		-11004.7683	22121.5365	22342.7725	18.524635311	0.33681155110909095	0.2695231575	3.6231294930000004	1.3288630634	29	55	0.407596982759	0.528645833333	29	384
1088	train	LG+G4	LG	True	False	False	2.4823		-8267.7553	16659.5107	16869.3494	26.0442498304	0.426954915252459	0.2851634449	3.8654678058	1.9797583828	32	61	0.378870412844	0.642201834862	32	218
109	train	WAG+G4	WAG	True	False	False	0.9088		-44568.2209	89780.4419	91037.9684	70.6979568825	0.22024285633177568	0.1552820103	3.1662898918000013	1.37531440895	162	321	0.389208463686	0.738419618529	162	367
1090	train	JTT+G4	JTT	True	False	False	0.9526		-1472.6631	2977.3261	3024.2777	3.2976674918	0.21984449945333334	0.105961645	1.6912596861	0.6839852108	9	15	0.0783373301359	0.460431654676	9	139
1092	train	LG+G4	LG	True	False	False	0.8459		-15059.1764	30198.3528	30368.7361	22.7938554564	0.5844578322153846	0.5052578587	2.8813998812	2.3236987811	21	39	0.297095511245	0.648183556405	21	523
1093	train	LG+G4	LG	True	False	False	2.2678		-14981.796	30131.5919	30433.2348	27.7403977877	0.3342216600927711	0.1896232358	5.3785185288	2.2222062358	43	83	0.196806664353	0.865671641791	43	268
1094	train	LG+G4	LG	True	False	False	1.5665		-25112.7084	50537.4167	51106.6567	64.4290720052	0.4156714322916129	0.2596326208	6.632149905500002	5.1782970217	79	155	0.355722945267	0.746478873239	79	284
1097	train	LG+F+G4	LG	True	False	True	0.7474		-23319.7032	46869.4065	47326.3946	56.0202340774	0.5896866744989473	0.4044276406	6.5623931754000004	2.4277301962	49	95	0.333904554188	0.811704834606	49	393
11	train	LG+G4	LG	True	False	False	0.8136		-26324.8359	52781.6718	53080.9018	19.7271275331	0.30349426974	0.2006425167	3.8786475091000003	0.8777711455999999	34	65	0.129360465116	0.74273255814	34	688
110	train	LG+G4	LG	True	False	False	0.635		-4129.1596	8298.3192	8372.261	4.0719824138	0.2143148638842105	0.1978901249	1.1693119384	1.0752048854999998	11	19	0.0192190359976	0.493288590604	11	298
1100	train	LG+G4	LG	True	False	False	0.9932		-3226.1349	6468.2699	6498.4911	5.7352302602	0.8193186085999999	0.4912356213	3.3133386087999996	3.1184014495	5	7	0.0885448916409	0.191950464396	5	323
1101	train	LG+G4	LG	True	False	False	1.3937		-2815.7262	5675.4525	5737.8507	10.9770539764	0.5227168560190476	0.4351566488	4.0038533644	3.00361855385	12	21	0.0582010582011	0.873015873016	12	126
1102	train	JTT+G4	JTT	True	False	False	1.8689		-8899.6372	17823.2744	17876.5466	7.1681132484	0.6516466589454546	0.5304355138	3.1447060714	2.2787607329	7	11	0.106344135098	0.376996805112	7	626
1104	train	LG+G4	LG	True	False	False	0.8577		-6155.3798	12430.7595	12608.1091	21.9403627211	0.3718705545949153	0.3042219618	2.6597191399	1.8618776511	31	59	0.187187641981	0.746478873239	31	142
1105	train	LG+G4	LG	True	False	False	1.1953		-6186.3898	12404.7795	12466.8681	11.5941563701	0.7729437580066667	0.7246507856	2.2852638273	1.9728474132999998	9	15	0.129112352576	0.458100558659	9	358
1106	train	rtREV+G4	rtREV	True	False	False	1.373		-1235.9585	2491.917	2517.8682	5.1962542279	0.5773615808777778	0.4368772082	2.9171016607999998	2.38415406725	6	9	0.013468013468	0.353535353535	6	99
1107	train	LG	LG	False	False	False			-934.1152	1882.2305	1901.0699	2.0972477262	0.2996068180285714	0.2666838737	1.1058129218000001	0.7538929791	5	7	0.0733944954128	0.266055045872	5	109
1108	train	WAG+G4	WAG	True	False	False	1.1467		-1331.0173	2686.0346	2718.869	3.2323040045	0.2938458185909091	0.3261781046	0.9623631449	0.5176629708	7	11	0.0501253132832	0.315789473684	7	114
1109	train	JTT	JTT	False	False	False			-980.5065	1991.0131	2024.9533	4.3693527327999995	0.29129018218666664	0.1430323431	2.2933957309	1.9543411005	9	15	0.037558685446	0.760563380282	9	71
111	train	WAG+F+G4	WAG	True	False	True	1.4235		-4926.4052	9978.8104	10170.5462	17.5314535081	0.40770822111860466	0.293415923	3.0495086298000005	1.6515288599	23	43	0.234221598878	0.748387096774	23	155
1110	train	LG+G4	LG	True	False	False	1.8601		-5170.5926	10405.1853	10513.6356	15.5588881096	0.5018996164387096	0.2830151545	3.4753385213000003	1.6849002972	17	31	0.293580445877	0.666666666667	17	219
1111	train	LG+G4	LG	True	False	False	1.2195		-3206.2025	6528.405	6683.4291	18.8105997147	0.33001052131052633	0.2028694935	4.114656107400001	2.666653483	30	57	0.319626168224	0.607476635514	30	107
1112	train	LG+G4	LG	True	False	False	0.6586		-9904.0147	19920.0294	20113.2875	31.0360527666	0.5642918684836363	0.4386380562	4.3852519259000005	3.3183625570999995	29	55	0.19579695131	0.729613733906	29	233
1115	train	JTT+G4	JTT	True	False	False	0.6992		-5924.6203	11901.2406	12001.9157	8.263710281	0.33054841124	0.2312502148	3.3468020813	1.86075040935	14	25	0.22152917505	0.518309859155	14	355
1116	train	LG+G4	LG	True	False	False	0.9446		-23733.5426	47719.0852	48171.5495	47.2184207794	0.3777473662352	0.2508064278	5.578100953	3.99175830965	64	125	0.169484608209	0.891791044776	64	268
1117	train	LG+G4	LG	True	False	False	1.3092		-1458.3459	2956.6918	3003.3065	8.2101651641	0.43211395600526314	0.3545168745	3.9127650053	1.7276717735999998	11	19	0.0167464114833	0.815789473684	11	76
1118	train	LG+G4	LG	True	False	False	1.2583		-6973.0409	14014.0819	14130.5302	23.3882257448	0.7087341134787879	0.4950422591	5.2263416107000005	2.90650010375	18	33	0.184777288302	0.788546255507	18	227
1119	train	LG+G4	LG	True	False	False	0.8152		-12509.539	25155.078	25397.2043	31.2938924836	0.4670730221432836	0.4220828195	3.5279809817	2.1627132994	35	67	0.21989010989	0.734615384615	35	260
112	train	LG+F+G4	LG	True	False	True	1.057		-16203.7755	32537.5509	32814.5479	20.5587313524	0.45686069671999996	0.2225830671	8.2581641038	1.35530464065	24	45	0.122932569975	0.795801526718	24	524
1121	train	LG+G4	LG	True	False	False	1.2302		-2037.5289	4091.0577	4117.8726	4.5198486905	0.6456926700714286	0.6863670346	2.4063523558	2.0592365219	5	7	0.0938388625592	0.165876777251	5	211
1123	train	LG+G4	LG	True	False	False	1.3381		-995.1193	2006.2385	2027.2383	4.2528154618	0.6075450659714285	0.3514045446	2.7317393312	0.5903595403999999	5	7	0.0078431372549	0.245098039216	5	102
1124	train	LG+G4	LG	True	False	False	1.1924		-27035.2156	54338.4312	54853.0772	47.0003945879	0.3533864254729323	0.2303709749	4.540210628600001	3.1716919831999997	68	133	0.363927838577	0.732558139535	68	344
1126	train	LG+G4	LG	True	False	False	0.9886		-7705.0425	15466.0849	15576.9208	12.4119152257	0.4597005639148148	0.3051866372	5.0167539505	4.141416148699999	15	27	0.232213608958	0.653746770026	15	387
1127	train	LG+G4	LG	True	False	False	1.0718		-1691.2941	3394.5881	3415.4217	1.4587130876	0.29174261752	0.1937445899	0.6192533376	0.355285647	4	5	0.0115546218487	0.0420168067227	4	238
1129	train	cpREV+G4	cpREV	True	False	False	1.1672		-1481.8961	2975.7922	2995.9317	2.6623056965	0.5324611392999999	0.2875833919	2.2082034844	0.50180930235	4	5	0.0330188679245	0.0471698113208	4	212
113	train	LG+G4	LG	True	False	False	0.8036		-4390.2329	8904.4658	9085.0504	20.0578332998	0.3288169393409836	0.1590383963	6.9034398238	0.86128129885	32	61	0.153492647059	0.705882352941	32	136
1130	train	VT+F+G4	VT	True	False	True	1.0914		-5583.0093	11320.0186	11557.7635	28.3611015074	0.4975631843403509	0.2822921946	7.672920318299999	4.390662625	30	57	0.312962962963	0.697530864198	30	162
1131	train	WAG+G4	WAG	True	False	False	0.7037		-1497.3767	3006.7535	3026.7207	1.6335152551	0.32670305102	0.2354854791	0.9647523913	0.58481853215	4	5	0.00728155339806	0.0970873786408	4	206
1132	train	LG	LG	False	False	False			-1365.7754	2749.5507	2774.2551	3.8241148152	0.42490164613333337	0.4734468572	2.1464648996	1.5725445614000002	6	9	0.00579710144928	0.582608695652	6	115
1134	train	LG+G4	LG	True	False	False	1.3305		-6304.6707	12645.3414	12713.9957	23.4464995042	1.3792058531882352	0.4487216608	14.4749119926	1.65698929195	10	17	0.158805970149	0.591044776119	10	335
1135	train	WAG+G4	WAG	True	False	False	1.9017		-2457.5007	4947.0014	4995.1716	8.2287743954	0.5485849596933333	0.4107286564	3.4961676925999994	0.9650396761	9	15	0.156296296296	0.506666666667	9	150
1137	train	LG+G4	LG	True	False	False	0.9939		-2975.1452	6082.2904	6219.4079	32.573595758	0.5011322424307693	0.2908395729	8.6070709899	2.33918682025	34	65	0.0857427716849	0.881355932203	34	59
114	train	LG+G4	LG	True	False	False	0.9166		-39407.305	79358.61	80358.6871	104.7514950651	0.3865368821590406	0.2607557534	8.503296722399998	4.8565016472	137	271	0.336291370863	0.852739726027	137	292
1141	train	LG+G4	LG	True	False	False	1.3578		-1598.4257	3220.8515	3254.401	7.0521450191	0.6411040926454545	0.6095557205	2.4826256687	1.3373822	7	11	0.139315230224	0.289256198347	7	121
1142	train	WAG+G4	WAG	True	False	False	1.1495		-1126.5026	2289.0053	2329.9853	5.5415979736	0.3259763513882353	0.1626858596	2.6340780430999997	1.1013432879	10	17	0.0597222222222	0.694444444444	10	72
1143	train	LG+G4	LG	True	False	False	1.4584		-1026.3967	2072.7934	2098.5405	3.9277974700000002	0.43642194111111116	0.3218404012	2.1104329098	0.48825443550000003	6	9	0.0429553264605	0.268041237113	6	97
1144	train	LG+G4	LG	True	False	False	2.6599		-1219.4916	2458.9832	2485.1344	4.861418641	0.5401576267777778	0.351594763	2.9256171118000003	0.64705827415	6	9	0.0643564356436	0.346534653465	6	101
1145	train	LG+G4	LG	True	False	False	1.0926		-453.357	918.714	932.2901	1.4302284427	0.28604568854	0.2103011858	0.8610566305	0.4640178172	4	5	0.0457746478873	0.0704225352113	4	71
1147	train	LG+G4	LG	True	False	False	0.9976		-24035.028	48466.0561	49173.3426	67.6966009898	0.34363756847614213	0.2523182268	3.9676103929999993	2.52758026605	100	197	0.396958174905	0.642585551331	100	263
1148	train	WAG+F	WAG	False	False	True			-2979.4382	6010.8764	6103.1523	5.0065122104999995	0.7152160300714285	0.6402424895	1.7800739058	0.9232415019	5	7	0.0428015564202	0.120622568093	5	257
1149	train	LG+G4	LG	True	False	False	1.0219		-20770.1813	41632.3626	41837.4462	19.3484707523	0.42996601671777773	0.2839866811	4.752859140700001	2.3891185893499998	24	45	0.188740856844	0.769592476489	24	638
115	train	LG+G4	LG	True	False	False	1.879		-40843.5369	81847.0739	82202.094	37.6806269486	0.47696996137468356	0.3272892817	5.171368952400001	2.3434242111000003	41	79	0.202848780488	0.824	41	625
1150	train	LG+G4	LG	True	False	False	0.7999		-2726.0949	5508.1898	5585.0479	10.3069083559	0.3817373465148148	0.305027673	3.5390933527999997	1.6131287596	15	27	0.0597101449275	0.730434782609	15	115
1151	train	LG+G4	LG	True	False	False	1.5719		-1215.4876	2458.9752	2491.42	7.6661277205	0.5897021323461538	0.5589209741	3.7404178783999997	1.762164802	8	13	0.0366666666667	0.626666666667	8	75
1153	train	LG+G4	LG	True	False	False	1.455		-9773.788	19603.576	19714.6281	12.896610750599999	0.47765225002222217	0.3151235869	3.3029226819	2.8274399659	15	27	0.122051282051	0.75641025641	15	390
1154	train	LG+G4	LG	True	False	False	0.9194		-2590.8235	5197.6471	5226.1325	4.8103623815	0.6871946259285714	0.5299677232	3.1059632192000004	1.2565246844	5	7	0.0769230769231	0.196153846154	5	260
1155	train	LG+G4	LG	True	False	False	1.3164		-13135.4709	26470.9418	26806.1276	40.045142468	0.40449638856565656	0.2357268777	3.6351880236	2.1717708604999997	51	99	0.22906793049	0.805687203791	51	211
1156	train	LG+F+G4	LG	True	False	True	0.9368		-24914.5662	50079.1324	50626.4356	31.3057146811	0.29814966362952383	0.202343134	4.6365517635	3.8113452442499995	54	105	0.464252027919	0.578947368421	54	589
1157	train	LG+F+G4	LG	True	False	True	1.4778		-6160.8177	12379.6354	12504.8855	4.9515041682000005	0.5501671298	0.4005885897	1.6990119242000001	1.0839650299999999	6	9	0.118918918919	0.223423423423	6	555
1158	train	LG+G4	LG	True	False	False	0.9859		-2163.9448	4351.8896	4391.94	4.0727046613999995	0.3702458783090909	0.2405748456	1.2824620542	0.7024780703	7	11	0.146978021978	0.230769230769	7	208
116	train	LG+F+G4	LG	True	False	True	0.7044		-7921.4934	15996.9869	16250.1834	35.8493454061	0.6289358843175439	0.2987374827	11.1275947458	4.274660278400001	30	57	0.187373737374	0.828282828283	30	198
1161	train	LG+G4	LG	True	False	False	1.346		-2090.3134	4204.6268	4241.8982	5.9172331101	0.5379302827363636	0.3592735635	2.3210848502	1.7239655983	7	11	0.121212121212	0.436363636364	7	165
1162	train	LG+G4	LG	True	False	False	0.605		-3235.1013	6490.2026	6528.8105	3.1115751772999998	0.3457305752555555	0.3246583307	1.3735450412999999	0.77911697715	6	9	0.117758784425	0.222222222222	6	351
1163	train	LG+F+G4	LG	True	False	True	0.7583		-1402.2517	2862.5035	2942.1065	9.9257230875	1.1028581208333332	0.8597354854	3.6028616394	2.1890697008	6	9	0.0304347826087	0.278260869565	6	115
