msa_id	total_tree_length	mean_branch_length	median_branch_length	max_root_to_leaf_depth	median_root_to_leaf_depth	n_leaves	n_branches
2742	1.8851318703	0.37702637406	0.0246497471	1.5477495793	0.18101487745	4	5
2743	0.5356165435	0.1071233087	0.0811103256	0.256591463	0.1249685951	4	5
2748	8.473743541	0.6518264262307691	0.5319590742	4.2279768456	0.97744210725	8	13
2749	1.5554721136	0.31109442272	0.1334687507	1.0592093741	0.21474687095	4	5
2751	6.9772670792	0.3322508132952381	0.1753862603	1.97954015	0.7739571947999999	12	21
2753	3.2814787001	0.4687826714428572	0.2208222625	1.3991270936	1.1732896530999999	5	7
2754	4.8592601098	0.5399177899777778	0.3213255987	1.728950775	0.8774278251500001	6	9
2755	4.1307032153	0.3755184741181818	0.3018478578	1.5427113050999999	0.9987091700999999	7	11
2757	4.6029192336	0.9205838467199999	0.4073645247	2.4185129115	1.9586159212	4	5
2759	31.7447135403	0.38246642819638554	0.28559301	5.0784416438	3.0339718479	43	83
2760	3.2008142273	0.29098311157272727	0.229436448	1.0440311449	0.7808151982	7	11
2764	12.2611462785	0.33138233185135135	0.1818819639	3.4628119444000003	1.4237446244	20	37
2765	124.284401918	0.44229324525978647	0.2083288601	15.672838279	4.0609085758	142	281
2767	5.2740330565	0.2293057850652174	0.1702319829	1.6392459727	1.1162853913	13	23
2769	3.6372457361	0.5196065337285715	0.1573415778	2.7765605588	0.4136059708	5	7
2770	2.3603068147	0.47206136294	0.3946732728	1.0763447226	0.60171783505	4	5
2771	13.6244950558	0.46981017433793104	0.4007373754	3.0016655333	1.6148306857499999	16	29
2772	4.4990229406	0.2646484082705882	0.1528540959	1.4865736027999998	0.72453606265	10	17
2773	8.0662942397	0.3841092495095238	0.3778317072	2.4155102214	1.0359676079	12	21
2775	18.6108843209	0.5639661915424242	0.3860206726	4.469102513499999	2.4555100189	18	33
2776	44.8729424874	0.6146978422931507	0.4531798253	4.6508818640000005	3.3228260047500005	38	73
2779	11.5653302006	0.5028404435043479	0.3193549261	3.0612723391000003	1.6060718771	13	23
278	12.9263729901	0.41697977387419355	0.2753786202	3.4553328962	1.4423801029	17	31
2781	15.0771425118	0.7935338164105263	0.5731840721	5.2294909677	3.7730572783	11	19
2783	13.3775126591	0.46129353996896555	0.3782406953	4.4372077035	3.0432862502	16	29
2784	78.0328402479	0.44590194427371427	0.321699948	11.324582701	3.9431412896999998	89	175
2785	16.818693939	0.579954963413793	0.4055234209	3.2245632474	1.6156698445500002	16	29
2786	10.9937257853	0.31410645100857143	0.243748913	2.5002836774999997	0.9537858109	19	35
2787	56.2258788329	0.7702175182589042	0.5355026412	4.7088791228	2.60736709865	38	73
2789	35.598078345	0.4506085866455696	0.398450004	4.0917528577999995	2.9993223369999997	41	79
279	7.322021753	0.3853695659473684	0.2682755227	2.4202599559999998	1.6344187353999997	11	19
2793	17.3882206016	0.5995938138482759	0.4488379124	3.3407446963	1.3520041874	16	29
2796	9.920071652	0.32000231135483875	0.2476179974	3.6319084692	2.6760431882999995	17	31
280	188.7636188627	0.37085190346306485	0.2559893404	8.9519520531	5.72050392715	256	509
2800	16.9298073537	0.4575623609108108	0.2967284177	4.3017986782	2.04011484625	20	37
2802	6.2469817822	0.41646545214666664	0.1277226776	4.008471232600001	2.4464031891	9	15
2803	3.9646268171	0.30497129362307696	0.2214918275	1.5858982836999997	0.8474904763	8	13
2805	26.1961542599	0.582136761331111	0.4390903809	3.7720952902	2.3623742001	24	45
2806	15.8033719699	0.4052146658948718	0.3372380327	3.2195717449	1.6591281843	21	39
2808	6.8501829752	0.4566788650133333	0.3915959967	1.7233618147	1.3629897256999999	9	15
2809	12.7301046693	0.4714853581222222	0.3107370952	4.9767918987	1.617967736	15	27
281	15.9464983012	0.430986440572973	0.174026216	9.4258214285	4.27179158025	20	37
2812	4.4616298515	0.2974419901	0.1643721836	1.9956025099	0.5938105170000001	9	15
2813	5.5795347255	0.22318138902	0.1826572479	2.2372643428	1.7353905364	14	25
2814	5.2212020405	0.40163092619230767	0.142995244	2.6196703636	1.07244356845	8	13
2816	13.618802197700001	0.7167790630368421	0.4945729747	5.3497135315	1.5176902424	11	19
2819	14.710809337299999	0.7742531230157894	0.509407947	5.0567554686	1.5814078269	11	19
282	17.3534247836	0.4449596098358975	0.3548620212	3.1355752719	2.0676846339	21	39
2820	2.2590136768	0.2053648797090909	0.1015052266	1.3890201117999998	0.38636608100000003	7	11
2822	13.0732688942	0.6880667839052631	0.5217721905	5.0512937322	1.4304634081	11	19
2823	11.712495111199999	1.0647722828363635	0.3781329901	7.0845536635999995	4.077669965599999	7	11
2826	7.9843524131	0.5322901608733334	0.403735155	3.3886433491999997	0.7632856883000001	9	15
2827	6.6452196859	0.3908952756411765	0.3123871023	1.9470847025999998	1.2786006193500001	10	17
2828	8.0071315184	0.320285260736	0.2248255758	2.1362115001	0.8737080421999999	14	25
283	63.8163279744	0.3341169003895288	0.2393458431	7.728487985900001	6.381848331500001	97	191
2831	18.741568958	0.4805530502051282	0.3877430472	2.4896212590999998	1.4128241004	21	39
2836	2.1125530516	0.19205027741818181	0.1757853957	0.9858178533999999	0.7488938109	7	11
2837	15.811062773	0.7529077510952381	0.4124810821	3.1522097867	1.6123446756500002	12	21
2839	62.6099793283	0.6732255841752688	0.5580748757	7.4947144854	4.150881815250001	48	93
284	1.4633285145000001	0.1625920571666667	0.1893728284	0.6847923309	0.36924008359999994	6	9
2840	24.9771956061	0.3842645477861539	0.2992353489	6.1558703533	5.17897235925	34	65
2841	3.8682021828	0.5526003118285715	0.5081052094	2.3080565965	1.947627883	5	7
2842	27.5638854195	0.6410205911511628	0.461868922	6.3655181263	3.9733612098	23	43
2843	10.659571558	0.9690519598181818	0.7608213302	5.490839183	5.1633834085	7	11
2845	3.0155758395	0.27414325813636364	0.2141128399	0.7738103989	0.6238363715	7	11
2846	10.2154356507	0.7858027423615385	0.5324139375	5.407620928	2.9844964292	8	13
2847	24.2410229691	0.835897343762069	0.5893784588	4.8092160206	2.8072533234500003	16	29
2848	4.6947024385	0.5216336042777778	0.3505514022	2.4512828808	1.6372581501499999	6	9
2849	9.3875248727	0.375500994908	0.2741657837	4.0505696047	0.8506589537	14	25
285	196.6281664869	0.4831158881742015	0.3530457708	5.1431922263	2.4102900021	205	407
2850	11.2375912889	0.449503651556	0.3966106766	2.8241929025	1.9663982956000001	14	25
2851	4.2100230487	0.24764841462941178	0.1524656316	1.8923586559999999	1.3074372110499999	10	17
2854	3.8972930227	0.16944752272608696	0.0973676794	2.0151098131	1.8185774797	13	23
2855	11.3485730678	0.5972933193578948	0.4184173968	4.7054799294	3.2841463211	11	19
2856	12.6300186473	0.32384663198205127	0.2524109365	2.9210197231	1.8143534306	21	39
2857	15.6114175651	0.6787572854391304	0.4409856608	4.7041978388	1.4142442273	13	23
2859	26.7625595836	0.46951858918596495	0.2835712764	3.7616443534000004	1.95144829665	30	57
286	76.4980363919	0.458072074202994	0.3067296505	4.9548780923999995	3.1750522857	85	167
2860	4.4080129564	0.8816025912800001	0.7296521161	2.2573484728	1.3382863242	4	5
2862	12.3555904315	0.5371995839782608	0.3417224392	6.8680005089	0.7403297848	13	23
2863	17.5477907687	0.9235679351947369	0.8604334614	3.5381009841	2.0892386834	11	19
2864	6.4006575589	0.49235827376153846	0.3666758631	2.7838056827999997	1.88113485205	8	13
2865	1.7461557751	0.19401730834444444	0.1899891146	0.7759022146000001	0.47418408665	6	9
2866	13.7571852887	0.509525381062963	0.340485398	6.2344710629	4.7930652594000005	15	27
2867	10.4764845421	0.4554993279173913	0.4157741648	1.9391604313	1.1450397569000001	13	23
287	11.983767368	0.4132333575172414	0.2013575841	4.7221990115	2.1634765530499998	16	29
2870	7.1398583470000005	0.5492198728461539	0.5049013147	2.3399592731	1.5720680413500001	8	13
2871	7.40892833	0.4358193135294118	0.244597309	2.9749531311	2.3496654835000004	10	17
2872	16.3537215614	0.605693391162963	0.4743157556	2.7236477113	1.9059535529	15	27
2873	17.5364806882	0.5656929254258065	0.5553663378	3.5890885943999997	1.2602392024	17	31
2874	57.9854822836	0.43598106980150375	0.2942418646	6.2771324398	3.6732038736000003	68	133
2875	8.9025212377	0.4685537493526316	0.2827036809	3.5502077717000002	1.2751304524	11	19
2877	10.3819344094	0.4943778290190476	0.2956960106	1.9980879966	0.98462441545	12	21
288	14.6044442306	0.5409053418740741	0.2338355199	2.9163787944	2.0770640573	15	27
2881	12.2681403092	0.17779913491594201	0.1414734535	2.2076069792	1.48917876305	36	69
2884	31.6506060382	0.48693240058769227	0.3545095991	4.1980400605	2.217410718	34	65
289	10.423014071099999	0.416920562844	0.2388639816	5.1870080943	2.4755526291	14	25
2893	10.3121701242	0.412486804968	0.2604551754	2.6266548304	1.5833331465	14	25
2895	17.6184533429	0.37486070942340427	0.179455225	4.938612353	1.8500297423	25	47
2896	19.8359875615	0.5361077719324324	0.520662583	5.1100553254	3.5622782710500003	20	37
2897	10.887675914	0.32992957315151517	0.2492858995	3.6362800461999996	3.4513676800999997	18	33
2902	6.8288624717	0.4552574981133333	0.4531900304	2.2835173732999996	1.9837109007	9	15
2907	25.5397770141	0.5939483026534884	0.4214586655	5.8218394418	3.7370657962	23	43
2908	19.790260303	0.6383954936451613	0.3590013748	7.0041215648	2.2179698414	17	31
2909	19.37675025	0.7176574166666667	0.5398749159	6.3289200565999995	4.166277848	15	27
2910	2.9519496267	0.4217070895285714	0.2295649244	1.9446483985999998	1.7542020906	5	7
2913	5.5702745509	0.2931723447842105	0.204620181	2.0612147039999997	0.8434597211999999	11	19
2916	3.8934336854	0.22902551090588233	0.1556327855	1.5660327691999998	1.50175925975	10	17
2917	40.9335041124	0.23937721703157896	0.1615888103	6.906799184900002	4.552304841800002	87	171
2919	6.7027420147	0.7447491127444444	0.2861116014	3.7348977371	1.41822404155	6	9
292	15.543966343	0.18727670292771084	0.1381979085	2.2625277617	0.8475943169999999	43	83
2921	16.6372820561	0.47535091588857137	0.3436734054	2.8607329575	1.5298901044	19	35
2922	13.9498382943	0.8205787231941176	0.4064321867	4.6548420981	2.3165353639	10	17
2923	3.9887286047	0.3068252772846154	0.1872155148	1.7525930128999998	0.8933223911	8	13
2924	7.9376027716	0.4177685669263158	0.2557895724	2.1199596126	1.1155135765	11	19
2925	71.1549169807	0.578495260005691	0.4340128238	13.3635720666	10.176427815299999	63	123
2926	6.0309217047	0.4639170542076923	0.1706525839	1.9021842039	0.7695979635	8	13
2927	16.8711227315	1.5337384301363637	1.0711698926	7.4370472336	2.717526513	7	11
2929	10.6110268304	0.7074017886933334	0.6812929351	3.9126785054	1.4855616335	9	15
293	7.0913036165	0.33768112459523814	0.2396574039	1.6966964422	0.9867283419499999	12	21
2931	8.7784100672	0.5852273378133332	0.3604584197	3.9206768455	0.6355657147	9	15
2933	24.565925494	0.3560279057101449	0.1987834525	3.0197473096999996	1.7804530659000002	36	69
2934	25.890265875	0.7397218821428572	0.4184697402	5.1992676241	3.4377077098999997	19	35
2935	11.9545509478	0.9195808421384615	0.5852143885	3.469332589	1.4706014497499997	8	13
2937	13.855121219799999	0.39586060627999997	0.2122628156	3.2416486729	1.257806551	19	35
2938	8.236404157800001	0.43349495567368423	0.266631906	2.0651016401	1.1949220745	11	19
2939	87.0959150306	0.5845363424872483	0.3509343906	7.287358246600001	5.8289769620500005	76	149
294	13.3295864469	0.38084532705428575	0.2783923126	3.6644100373	1.0608915535999999	19	35
2942	6.2582429625	0.4814033048076923	0.3564266244	1.8041146968000001	1.6459102625000002	8	13
2944	4.4583609422	0.89167218844	0.524519164	3.2458557326	0.8685108995999999	4	5
2945	5.5140526163	0.6126725129222222	0.5852724742	1.641379251	1.20143337825	6	9
2946	2.6825927988	0.3832275426857143	0.4891364058	1.0911738118	0.8539947228	5	7
2948	27.0076661765	0.38038966445774647	0.2388735095	4.5497083998	3.5448830021999997	37	71
2949	3.674404105	0.734880821	0.5875990446	1.8840973965999999	1.3052928559	4	5
295	26.1280163855	0.26391935742929296	0.1887236138	4.750186739900001	2.4865934956	51	99
2950	12.2663747534	0.49065499013599995	0.3456456589	3.2468920459	2.4823820101500003	14	25
2952	25.3837310545	0.3296588448636364	0.2266121288	2.5385935694999997	1.87400145765	40	77
2955	23.8614671214	0.5076907898170213	0.3541285003	5.0984749823	4.2663595637	25	47
2956	2.1811897416	0.43623794831999996	0.5229989472	1.1371090020999999	0.73151334375	4	5
2957	12.4373828015	0.49749531206000003	0.4313459645	2.8738862658	2.0658855131	14	25
2959	15.4645537596	0.6723719025913043	0.5995146486	4.7687228181	2.253216144	13	23
296	9.2918085446	0.29973575950322584	0.1974014052	3.2449313125999995	2.9206405238	17	31
2960	10.8204973642	0.7213664909466666	0.3843207619	3.6355285281	1.5674246442	9	15
2962	15.2831512376	0.5270052150896551	0.3960292522	3.9879842445	3.460606669	16	29
2963	51.6337392559	0.35124992691088436	0.260052899	4.636690116899999	3.4074464835999994	75	147
2964	8.0557549109	0.6196734546846153	0.6044080866	2.1435176306	1.46197029005	8	13
2968	6.527539528	0.31083521561904764	0.2532594514	1.4281687494	0.95110634175	12	21
297	99.4644197083	0.32189132591682845	0.2178165333	8.0867745965	5.546420113549999	156	309
2973	2.2923435452	0.17633411886153846	0.1342922801	0.9569080137	0.6411835465	8	13
2975	10.1072103223	0.48129572963333334	0.3313338609	2.4182706394	1.42683979	12	21
2977	20.9672796826	0.48761115540930233	0.3341286009	5.6764839936	4.9469834499999985	23	43
2978	10.8173109984	0.5693321578105263	0.3595790551	3.7476605165000003	0.9847009485	11	19
2979	7.6550104142	1.0935729163142858	0.6530355369	3.0974234247	1.5042631588	5	7
2980	6.9210718157	0.3295748483666667	0.2643454516	3.6629199070999996	2.17261521105	12	21
2981	5.9009652469	0.4539204036076923	0.3668793499	1.820627709	1.26246621305	8	13
2982	5.4221613889	0.7745944841285715	0.6717680986	1.7621812333	1.2511301205	5	7
2984	10.569682945	2.113936589	2.1435631745	4.5363499476	3.1883114326	4	5
2985	2.281811841	0.45636236820000003	0.403412318	1.2637829345	0.7047471939500001	4	5
2987	8.1115959409	0.42692610215263155	0.2308753711	2.332615258	1.5890928252	11	19
299	9.2663184962	0.370652739848	0.2303212952	1.7186921662999999	0.90960232335	14	25
2990	12.9426203676	0.5627226246782608	0.3956979827	4.6599987454	3.3164038601	13	23
2991	2.4559896848	0.35085566925714284	0.3313047577	1.1852674955000002	1.0315906285	5	7
2992	5.9294752215	0.6588305801666666	0.3679186885	3.0390295333	0.6974992306000001	6	9
2993	3.440431999	0.6880863998	0.5828022648	1.6556773543	0.6904592809000001	4	5
2994	5.8776412871	0.45212625285384617	0.4159501606	1.7121093376999998	1.14852189045	8	13
2996	6.6427780566	0.44285187044	0.4372740051	3.1030418620999995	2.1807537573999998	9	15
2997	1.250587697	0.17865538528571429	0.0984652493	0.9223907854	0.6021292296	5	7
2998	6.3918685768	0.7102076196444445	0.405132994	2.6123573206999997	1.1685683417	6	9
30	25.6676600573	0.27018589534	0.1588191672	3.6198440857999996	2.3972923390000003	49	95
300	13.1929029216	0.22360852409491525	0.1571633285	2.3432333481	1.0121043405	31	59
3000	8.665449736	0.4126404636190476	0.2798505947	3.8619071795	1.41883441505	12	21
3002	7.4058700409	0.673260912809091	0.3800030813	4.0637904098	1.7634446225000002	7	11
3003	36.3770110391	1.9145795283736842	1.0893367598	11.4774419291	5.9893918805999995	11	19
3005	37.3094505008	0.7039518962415093	0.4792512844	4.8149519413	3.39759821295	28	53
3006	3.5748336152999998	0.2102843303117647	0.1458282652	1.0550571348	0.5609144424	10	17
3007	23.987712793100002	1.0429440344826089	0.6410408988	6.5642611559	5.831844997799999	13	23
3008	16.860718086	0.8028913374285713	0.4816129898	4.0043423193	2.2940840792	12	21
301	58.3161849989	0.4984289316145299	0.3572798564	7.8041818244000005	6.950123516450001	60	117
3010	5.8443212803	0.25410092523043476	0.156072497	1.3443793881000001	0.642919768	13	23
3012	1.7838400225000002	0.25483428892857146	0.1163257297	1.3572161204000002	0.1391598681	5	7
3013	1.9142503355	0.17402275777272727	0.1934615882	0.7618573277	0.5019853062	7	11
3014	2.4514059164	0.49028118328000003	0.2681795278	1.9074475952999999	0.8368789862499999	4	5
3016	3.7229359942	0.2863796918615385	0.2366457376	1.3706697704000002	0.73524955855	8	13
3017	1.6264661122	0.14786055565454545	0.1531096049	0.47200847980000005	0.3349382024	7	11
3019	8.50582393	0.7732567209090909	0.787687591	2.1831882008	1.8058074821	7	11
3020	10.1269945806	0.9206358709636363	0.8564826403	4.1652231241	1.2296085129999998	7	11
3021	9.4882353539	0.6325490235933333	0.1691314236	2.7455015294000003	2.599305071	9	15
3023	8.3833106873	0.3104929884185185	0.2236561691	1.4451886193	0.8063409059	15	27
3025	2.410983705	0.185460285	0.1026629282	0.8425666592000001	0.2601788537	8	13
3027	40.0186694697	0.4496479715696629	0.2629435542	5.236540893500001	4.075993144900001	46	89
3028	2.5759241723	0.28621379692222226	0.2443574713	0.6871503943	0.5144411283	6	9
3032	11.9972499098	0.4443425892518519	0.2741700145	2.9327150518	1.5122075415	15	27
3033	4.3509653703	0.3955423063909091	0.2178860475	2.1382881986999998	1.7961973739	7	11
3034	7.58085097	0.5053900646666667	0.5073442226	1.9354183740000002	1.3707461051	9	15
3035	8.5755362741	0.5044433102411764	0.3679282052	3.5288053165999997	1.27392608765	10	17
3036	6.3023938917	0.5729448992454546	0.4397602154	3.0276257897	1.391363625	7	11
3039	16.7721653966	0.7292245824608695	0.2167764835	6.7174646073	1.974858974	13	23
3040	8.3759967013	0.9306663001444444	0.9320672753	2.5425659410000003	1.5662419344	6	9
3041	3.1804876651	0.4543553807285714	0.1360576971	2.1800548946	0.1493639319	5	7
3042	2.9492228965	0.5898445793	0.3392533092	1.4378818901	1.0891085868	4	5
3043	6.6921065078	0.5147774236769231	0.5773620148	2.0794774203	1.39476986305	8	13
3045	8.2700069157	0.7518188105181818	0.8072971847	1.8696994757	1.5457449169	7	11
3046	4.5063308365	0.6437615480714286	0.7578725858	2.7966010616999997	1.8772751967	5	7
3047	15.8798793489	0.6904295369086956	0.3950337767	4.8811885787	3.6899984368	13	23
3048	7.1877255877	0.5529019682846154	0.6143026123	2.9358114747	1.98841186495	8	13
3049	1.1000367953	0.22000735906000002	0.1142683226	0.7129100967	0.18756702105	4	5
305	3.3831351610000002	0.26024116623076926	0.1832244313	1.6580724720000002	0.8233914527999999	8	13
3052	3.1343536923	0.62687073846	0.1631922489	2.8055966806	1.1987532570000001	4	5
3054	7.9048818325	0.46499304897058824	0.4142212549	3.6817968026999996	2.82456416645	10	17
3056	1.4438033929	0.28876067858	0.3110383049	0.6528080549999999	0.46721494845	4	5
3057	1.4389048702	0.20555783860000001	0.162731401	0.5434901754	0.4902174668	5	7
3058	11.962357535199999	0.6295977650105262	0.4905171294	5.195520746999999	3.5656388099	11	19
3059	6.8683730092	0.9811961441714285	0.2786198995	5.8883151066999995	0.5510339007	5	7
306	9.44828764	0.3779315056	0.2827576797	3.3918591484	3.08873976215	14	25
3061	6.5256610545	0.9322372935	0.2656547117	5.025814304	0.7639445743	5	7
3064	3.5500525575	0.32273205068181815	0.2756283871	1.5020289279	0.9217813929	7	11
3065	2.42305228	0.48461045599999997	0.2637692937	1.4348062003	0.49165833239999995	4	5
3068	4.6863581975	0.6694797425	0.3842549931	3.35626922	0.4222131155	5	7
3069	1.7560871623	0.1951207958111111	0.0986349408	1.1581348086	0.46927677765000003	6	9
3070	3.6483334342	0.5211904906	0.2909477331	1.9494957091	0.9328445975	5	7
3072	6.2352210252999996	0.3281695276473684	0.2272535603	2.1688530868	0.8024605145	11	19
3074	3.550619398	0.3945132664444444	0.2715315226	2.2208305158	0.6836791257499999	6	9
3075	5.7990521643	0.38660347761999997	0.3841040186	1.7000737314999999	1.4507502609999998	9	15
3078	6.372168343799999	0.42481122291999995	0.2742199358	1.6442108645	1.2233948654	9	15
3079	7.1400546522	0.3400026024857143	0.2727751937	1.7515903235999999	1.290381204	12	21
3080	5.9301908276	0.3953460551733333	0.2050183424	2.5439698575	2.1307187466	9	15
3081	7.0938818806	0.37336220424210526	0.1912617679	1.5430117395999998	1.1049321887999999	11	19
3082	7.9310335332	0.52873556888	0.2262938901	3.5629952584	1.046403035	9	15
3088	11.3831776252	0.8756290480923077	0.2597907199	7.5013758224	0.8317006356500001	8	13
3090	9.3861947537	0.5521291031588236	0.2980399094	2.551302002	1.4017782446	10	17
3091	26.534906354	0.4824528428	0.4058549529	5.0332725072	3.8057776038	29	55
3093	17.2064980915	1.3235767762692308	1.3840671345	6.2962096577	3.9214545406	8	13
3094	20.526853412	0.47736868400000004	0.3586564883	4.5528590394	2.9003124151	23	43
3095	15.2631556827	0.37227208982195126	0.2304080728	4.3872292015	1.44395062165	22	41
3097	7.5086444897	0.44168496998235296	0.246121172	1.6327198087	1.2655799698	10	17
3099	4.5865155527	0.41695595933636365	0.3314120955	1.9604246614000003	0.9738280535000001	7	11
3100	13.393101767	0.6377667508095237	0.4858661949	2.7074295234	1.66611519205	12	21
3102	5.9225106025	0.8460729432142857	0.8458000752	2.5977287112000003	1.897310885	5	7
3103	7.204406557	1.0292009367142858	0.7250236891	3.3677479913	1.5324284325000002	5	7
3104	2.6376221732	0.3768031676	0.3361556986	0.9560465404	0.7183499023	5	7
3105	6.5684908045	0.9383558292142856	0.4174603865	4.1388743448	0.9297032939000001	5	7
3107	1.2455636377	0.1779376625285714	0.1344093302	0.4488838347	0.33628461789999997	5	7
3108	3.2196825512	0.64393651024	0.652046417	1.7249116303	1.1364263212	4	5
3109	11.3167285359	1.6166755051285713	1.1310491585	3.5826599634000003	3.4289596654	5	7
3112	0.9012917186	0.18025834372	0.179320049	0.4826439242	0.2826830497	4	5
3113	8.1752806447	0.9083645160777779	0.7148206574	2.5480298671000003	1.26899102885	6	9
3114	22.803571992600002	0.5303156277348837	0.3011665157	4.2344505357	3.2508878204	23	43
3115	2.3652990978	0.3378998711142857	0.2250772504	0.7780996910000001	0.7298872146	5	7
3116	31.4441113601	0.6165512031392156	0.5022327998	4.7243246035999995	2.7761253906	27	51
3117	6.6743375040999995	0.44495583360666663	0.2568225277	2.7731129034000004	1.7974773802000001	9	15
3119	9.3494143624	0.8499467602181817	1.0265598993	3.1846769779999997	1.9676485353	7	11
3121	5.2494554926	0.7499222132285714	0.2405227249	3.6758198413	0.367260387	5	7
3122	25.7929466361	0.3533280361109589	0.2597036754	7.5361415727	5.640098509700001	38	73
3123	23.1056672473	0.5924530063410257	0.4256622503	5.6271961696	4.2055232566	21	39
3125	14.0184765488	0.5192028351407407	0.3891345154	3.4748524047	2.8484305058	15	27
3126	10.9038173017	0.40384508524814816	0.3173684543	4.6592796022	1.5489197080000001	15	27
3127	9.9656631524	0.6643775434933333	0.2394443023	5.249309693	2.5806412694	9	15
3129	101.283180509	0.4846085191818182	0.321478466	7.994924135399999	5.57282823425	106	209
313	11.1782003271	0.5883263330052632	0.5310304745	4.3592988685	1.8401821466000001	11	19
3130	19.5702723528	0.4163887734638298	0.2586171398	4.182937761	1.7605677559	25	47
3132	6.9105471825	0.9872210260714286	0.5210789799	2.5576802794	1.539642173	5	7
3133	7.8192249788	0.601478844523077	0.4778684588	2.4522650760999998	1.10862200285	8	13
3134	8.7224009097	0.6709539161307692	0.5977844508	3.6413752204	2.49457536505	8	13
3135	6.7069877238	0.9581411034	0.7349137298	2.6650638632	1.6466303897999999	5	7
3136	163.6651825536	0.4743918334886957	0.3324890272	7.842122712100001	5.9810598922499985	174	345
3138	2.775157307	0.5550314614	0.3195122511	1.1203248159	0.72464330885	4	5
314	40.5441708656	0.764984355954717	0.5619118915	7.5315749991	6.2235478110999995	28	53
3141	0.1174877734	0.00903752103076923	0.0094125231	0.0465860139	0.0238840107	8	13
3144	6.5202230749000005	0.5015556211461539	0.3293654142	2.696555727	1.9915324926000002	8	13
3145	9.2280388642	0.5428258155411765	0.3820775348	3.5998264349999998	1.4355394390499998	10	17
3146	1.4968876472	0.21384109245714283	0.1732007018	0.8308791224	0.3026429507	5	7
3147	7.9245614091	0.41708217942631576	0.3289761228	2.9774569858	1.6328017423	11	19
3148	4.414223264	0.23232754021052635	0.2647385249	1.4853237061	0.8200093493	11	19
3149	1.4111517147	0.20159310209999998	0.221747903	0.4701245796	0.4042568597	5	7
3150	2.2893951098	0.32705644425714286	0.2552851248	1.7587426327	0.4683437775	5	7
3154	5.2290078033	0.27521093701578947	0.0486524809	1.7216664933999997	1.2305049037	11	19
3155	8.7530942114	0.46068916902105267	0.2797751862	2.2067774504999997	1.7565446532	11	19
3156	4.9533023921	0.2358715424809524	0.2182561936	1.4624069248999998	1.1756608109	12	21
3157	2.6078677607	0.1534039859235294	0.0440205691	1.7161049105	1.4559076413	10	17
3158	1.1810485148	0.06947344204705883	0.0044175232	0.6963364269	0.26068461829999995	10	17
3161	1.9513705532	0.11478650312941177	0.0009574444	0.9207188266000002	0.4454455786	10	17
3162	7.6376769063	0.44927511213529414	0.3206369072	2.0372498755	1.06618355575	10	17
3163	12.824666155600001	0.6749824292421053	0.5012159211	3.0840826321000003	2.2994859061	11	19
3165	1.7720160915	0.16109237195454545	0.1527731686	0.7300347394000001	0.6334486164	7	11
3166	6.7536223013	0.5195094077923077	0.2669049325	3.4945090075	0.9714172989000001	8	13
3167	19.0188771356	0.35884673840754716	0.2371623132	3.5504577287	2.5781493435	28	53
3168	6.0724256455	0.3196013497631579	0.161452771	3.4498515628999997	0.3596800192	11	19
3169	2.6919631877	0.12818872322380953	0.0961094388	1.0252491398	0.41462544464999995	12	21
317	7.8706207872	0.314824831488	0.2233560428	3.7232253667000004	1.4937493678	14	25
3170	5.316430534	0.4833118667272727	0.2290668844	2.8032366951	0.4960031652	7	11
3171	2.7954971919	0.3993567417	0.2092016166	1.4873233294000001	0.334084143	5	7
3172	11.9685423459	0.5203714063434782	0.3814811398	2.3810843130999997	1.951902576	13	23
3175	27.005320919	0.39138146259420287	0.2557490011	4.776899274500001	2.4560637189000003	36	69
3177	4.4672791226	0.49636434695555554	0.3366430954	2.4985765185999997	1.98265177335	6	9
3178	11.0931624543	1.0084693140272727	0.820876463	3.5901726699000003	2.8156206267	7	11
3179	15.9168926609	0.5488583676172414	0.3958590378	3.2379728107	1.75094190355	16	29
318	106.068023866	0.5174049944682927	0.369210944	6.364915819199999	5.45850574235	104	205
3180	22.9293031647	0.655122947562857	0.4430099335	2.8346567949	2.1462155229	19	35
3184	4.906707444799999	0.9813414889599998	0.6598836354	3.2579732719	1.7202614343	4	5
3185	33.8560030649	0.428557000821519	0.2883053829	3.8269882159999997	2.6838724074	41	79
3186	3.4965253889	0.23310169259333333	0.2106302109	1.2039705170000001	0.5645568951	9	15
3187	5.0382657711	0.4580241610090909	0.200530717	3.2069863718	0.6109938579	7	11
3188	4.5723142549	0.6531877507	0.4737938328	2.0502411066	1.0746981477	5	7
319	40.4794048807	0.35822482195309735	0.2035084623	6.576932482699999	2.7053394500499994	58	113
3191	5.7984497053	0.44603459271538465	0.2141784066	3.3066062781	1.05860094795	8	13
3192	0.28519801229999997	0.04074257318571428	0.0363597019	0.18352079359999998	0.0647303794	5	7
3194	7.5075391442	0.8341710160222222	0.4484687658	4.2853202739	2.9316703731500002	6	9
3195	23.1031540825	0.7452630349193549	0.5341500637	4.343498106	2.2214354308999997	17	31
3198	42.470722918	0.39692264409345795	0.2438728688	6.0028921339000005	4.4564260764	55	107
3199	3.5267551148	0.3918616794222222	0.2877082698	1.5999052835	0.51926514765	6	9
32	11.780470557000001	0.9061900428461539	0.2059143366	5.1602179457	2.74434793435	8	13
320	7.8198552156000005	0.3723740578857143	0.1975023616	4.1023013069	2.9184341587500002	12	21
