label,source_run,id,n_tips,length,rf,norm_rf,weighted_rf,kf_score,MAE,MRE
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,436_40_tips_1000,40,1000,2.000000,0.027027,0.169366,0.035255,0.016576,0.067621
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,439_40_tips_1000,40,1000,4.000000,0.054054,1.915180,0.485241,0.180997,0.051456
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,43_40_tips_1000,40,1000,2.000000,0.027027,1.653681,0.426574,0.201305,0.056914
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,440_40_tips_1000,40,1000,14.000000,0.189189,0.041677,0.009641,0.004490,0.085365
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,442_40_tips_1000,40,1000,2.000000,0.027027,1.397688,0.306912,0.114407,0.042980
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,443_40_tips_1000,40,1000,4.000000,0.054054,1.457896,0.321476,0.111846,0.035787
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,444_40_tips_1000,40,1000,0.000000,0.000000,0.610899,0.141606,0.048846,0.040827
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,445_40_tips_1000,40,1000,4.000000,0.054054,0.235380,0.046027,0.017108,0.035621
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,446_40_tips_1000,40,1000,8.000000,0.108108,0.203585,0.042260,0.013481,0.041217
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,447_40_tips_1000,40,1000,8.000000,0.108108,2.678184,0.704266,0.164121,0.043461
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,448_40_tips_1000,40,1000,6.000000,0.081081,1.220739,0.294620,0.087381,0.030739
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,451_40_tips_1000,40,1000,2.000000,0.027027,1.553197,0.375130,0.114535,0.034887
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,453_40_tips_1000,40,1000,6.000000,0.081081,0.614327,0.138396,0.040984,0.040497
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,454_40_tips_1000,40,1000,0.000000,0.000000,0.165999,0.036187,0.014027,0.047659
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,455_40_tips_1000,40,1000,4.000000,0.054054,1.742731,0.381643,0.162255,0.041231
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,459_40_tips_1000,40,1000,2.000000,0.027027,1.147609,0.281229,0.178851,0.073999
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,45_40_tips_1000,40,1000,0.000000,0.000000,1.461059,0.415072,0.105041,0.055408
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,462_40_tips_1000,40,1000,14.000000,0.189189,0.052969,0.010687,0.007151,0.190630
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,464_40_tips_1000,40,1000,2.000000,0.027027,0.617223,0.138125,0.064167,0.061663
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,466_40_tips_1000,40,1000,2.000000,0.027027,0.566460,0.167449,0.068589,0.076607
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,467_40_tips_1000,40,1000,2.000000,0.027027,1.120729,0.300645,0.106262,0.057696
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,468_40_tips_1000,40,1000,2.000000,0.027027,0.726373,0.178794,0.088397,0.061664
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,470_40_tips_1000,40,1000,0.000000,0.000000,0.437320,0.100409,0.028271,0.040075
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,478_40_tips_1000,40,1000,2.000000,0.027027,2.125931,0.527888,0.141835,0.028213
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,47_40_tips_1000,40,1000,6.000000,0.081081,1.217202,0.328513,0.107920,0.052129
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,483_40_tips_1000,40,1000,6.000000,0.081081,2.972839,0.610776,0.183912,0.041646
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,48_40_tips_1000,40,1000,10.000000,0.135135,0.786142,0.178911,0.078916,0.035458
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,490_40_tips_1000,40,1000,0.000000,0.000000,0.919624,0.273138,0.065998,0.038736
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,494_40_tips_1000,40,1000,6.000000,0.081081,1.024123,0.223177,0.064346,0.037396
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,495_40_tips_1000,40,1000,4.000000,0.054054,0.714518,0.180131,0.074140,0.059226
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,499_40_tips_1000,40,1000,4.000000,0.054054,0.450509,0.116145,0.057564,0.049659
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,49_40_tips_1000,40,1000,0.000000,0.000000,1.876121,0.441074,0.146025,0.037739
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,4_40_tips_1000,40,1000,2.000000,0.027027,1.827036,0.439214,0.133631,0.038454
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,500_40_tips_1000,40,1000,12.000000,0.162162,0.655146,0.154607,0.086018,0.065916
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,502_40_tips_1000,40,1000,6.000000,0.081081,0.529660,0.148426,0.053235,0.061065
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,503_40_tips_1000,40,1000,6.000000,0.081081,0.396762,0.112427,0.043700,0.060516
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,504_40_tips_1000,40,1000,0.000000,0.000000,0.647308,0.190540,0.065774,0.044949
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,50_40_tips_1000,40,1000,4.000000,0.054054,0.655263,0.173525,0.110932,0.056700
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,510_40_tips_1000,40,1000,32.000000,0.432432,0.029681,0.008306,0.004420,0.223941
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,515_40_tips_1000,40,1000,6.000000,0.081081,0.099815,0.022458,0.006134,0.075812
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,516_40_tips_1000,40,1000,12.000000,0.162162,0.065018,0.014559,0.008337,0.097374
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,518_40_tips_1000,40,1000,6.000000,0.081081,0.426176,0.095434,0.038293,0.059353
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,519_40_tips_1000,40,1000,2.000000,0.027027,0.452798,0.115962,0.038761,0.064487
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,521_40_tips_1000,40,1000,4.000000,0.054054,0.658591,0.130363,0.055255,0.052866
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,527_40_tips_1000,40,1000,4.000000,0.054054,0.113882,0.026150,0.015859,0.095032
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,529_40_tips_1000,40,1000,4.000000,0.054054,0.244976,0.062991,0.023543,0.040955
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,52_40_tips_1000,40,1000,2.000000,0.027027,2.038474,0.538022,0.233374,0.054035
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,531_40_tips_1000,40,1000,6.000000,0.081081,0.366081,0.078258,0.022673,0.043516
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,532_40_tips_1000,40,1000,6.000000,0.081081,0.914177,0.238543,0.057245,0.044894
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,535_40_tips_1000,40,1000,4.000000,0.054054,0.260067,0.056362,0.020010,0.051254
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,536_40_tips_1000,40,1000,6.000000,0.081081,0.486551,0.123444,0.030033,0.050580
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,537_40_tips_1000,40,1000,2.000000,0.027027,2.018514,0.494799,0.183657,0.054915
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,538_40_tips_1000,40,1000,0.000000,0.000000,1.209387,0.324257,0.103192,0.045447
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,53_40_tips_1000,40,1000,2.000000,0.027027,0.476645,0.112363,0.038881,0.045640
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,546_40_tips_1000,40,1000,4.000000,0.054054,0.598734,0.156651,0.106004,0.088024
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,555_40_tips_1000,40,1000,4.000000,0.054054,0.514221,0.148445,0.094937,0.073472
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,556_40_tips_1000,40,1000,2.000000,0.027027,0.333635,0.091644,0.027478,0.059545
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,557_40_tips_1000,40,1000,6.000000,0.081081,0.262110,0.063398,0.029988,0.073593
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,558_40_tips_1000,40,1000,2.000000,0.027027,0.105884,0.027397,0.011396,0.082164
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,559_40_tips_1000,40,1000,10.000000,0.135135,0.622885,0.172328,0.038072,0.045577
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,560_40_tips_1000,40,1000,0.000000,0.000000,0.609049,0.139555,0.049246,0.042199
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,561_40_tips_1000,40,1000,4.000000,0.054054,0.760404,0.161515,0.128988,0.073033
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,562_40_tips_1000,40,1000,8.000000,0.108108,0.287729,0.061362,0.025729,0.059944
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,564_40_tips_1000,40,1000,6.000000,0.081081,1.667095,0.362422,0.168036,0.057057
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,565_40_tips_1000,40,1000,0.000000,0.000000,0.384310,0.122482,0.017992,0.038055
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,568_40_tips_1000,40,1000,6.000000,0.081081,0.624971,0.128365,0.048433,0.034210
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,570_40_tips_1000,40,1000,6.000000,0.081081,1.184915,0.272710,0.145010,0.041617
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,571_40_tips_1000,40,1000,2.000000,0.027027,0.987089,0.242351,0.120065,0.047623
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,573_40_tips_1000,40,1000,4.000000,0.054054,0.710244,0.185874,0.093813,0.048851
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,579_40_tips_1000,40,1000,12.000000,0.162162,0.552385,0.149370,0.063970,0.065066
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,580_40_tips_1000,40,1000,0.000000,0.000000,0.843164,0.228499,0.126372,0.073890
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,581_40_tips_1000,40,1000,8.000000,0.108108,1.107699,0.374723,0.089818,0.042818
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,583_40_tips_1000,40,1000,2.000000,0.027027,0.254407,0.050864,0.029271,0.078090
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,586_40_tips_1000,40,1000,0.000000,0.000000,0.228756,0.052644,0.020220,0.048112
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,588_40_tips_1000,40,1000,6.000000,0.081081,0.640867,0.148320,0.055230,0.043024
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,589_40_tips_1000,40,1000,2.000000,0.027027,0.285668,0.057367,0.045146,0.079398
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,58_40_tips_1000,40,1000,8.000000,0.108108,0.259510,0.056593,0.021448,0.083941
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,590_40_tips_1000,40,1000,6.000000,0.081081,0.500792,0.119238,0.045235,0.050390
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,591_40_tips_1000,40,1000,4.000000,0.054054,0.236220,0.052992,0.021756,0.041612
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,595_40_tips_1000,40,1000,2.000000,0.027027,0.239902,0.051051,0.024687,0.043712
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,596_40_tips_1000,40,1000,6.000000,0.081081,0.737972,0.204135,0.049627,0.046522
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,599_40_tips_1000,40,1000,2.000000,0.027027,0.791591,0.209616,0.128159,0.062628
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,600_40_tips_1000,40,1000,8.000000,0.108108,1.638834,0.475335,0.117151,0.041949
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,601_40_tips_1000,40,1000,2.000000,0.027027,0.254497,0.054342,0.026912,0.060627
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,603_40_tips_1000,40,1000,0.000000,0.000000,0.336375,0.070965,0.024868,0.047681
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,606_40_tips_1000,40,1000,2.000000,0.027027,0.775699,0.162686,0.082182,0.061866
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,607_40_tips_1000,40,1000,2.000000,0.027027,1.492896,0.337552,0.074455,0.032027
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,608_40_tips_1000,40,1000,0.000000,0.000000,0.495684,0.114425,0.033776,0.035512
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,60_40_tips_1000,40,1000,10.000000,0.135135,0.276948,0.069030,0.044000,0.076151
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,610_40_tips_1000,40,1000,8.000000,0.108108,0.180524,0.056580,0.018789,0.074874
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,613_40_tips_1000,40,1000,0.000000,0.000000,0.160895,0.036800,0.011386,0.049999
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,614_40_tips_1000,40,1000,4.000000,0.054054,0.843753,0.227637,0.052798,0.038949
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,615_40_tips_1000,40,1000,4.000000,0.054054,0.403991,0.087332,0.034036,0.039182
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,616_40_tips_1000,40,1000,0.000000,0.000000,0.596192,0.171786,0.041273,0.048444
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,617_40_tips_1000,40,1000,2.000000,0.027027,1.021080,0.230766,0.063620,0.032396
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,619_40_tips_1000,40,1000,4.000000,0.054054,0.677501,0.166792,0.054128,0.035053
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,61_40_tips_1000,40,1000,16.000000,0.216216,0.097037,0.023096,0.010828,0.132576
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,624_40_tips_1000,40,1000,6.000000,0.081081,0.607813,0.130769,0.042433,0.026459
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,625_40_tips_1000,40,1000,4.000000,0.054054,2.956771,0.757414,0.285497,0.056642
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,626_40_tips_1000,40,1000,4.000000,0.054054,4.031692,0.919497,0.342326,0.052226
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,627_40_tips_1000,40,1000,2.000000,0.027027,1.842521,0.488306,0.217230,0.065908
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,628_40_tips_1000,40,1000,2.000000,0.027027,1.150994,0.300305,0.095235,0.044140
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,62_40_tips_1000,40,1000,2.000000,0.027027,0.662378,0.157185,0.070588,0.051916
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,631_40_tips_1000,40,1000,0.000000,0.000000,1.316359,0.287655,0.124295,0.039449
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,633_40_tips_1000,40,1000,4.000000,0.054054,1.509896,0.378470,0.201396,0.077520
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,635_40_tips_1000,40,1000,2.000000,0.027027,0.640495,0.147538,0.063553,0.045730
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,636_40_tips_1000,40,1000,10.000000,0.135135,0.085627,0.018761,0.005893,0.077296
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,640_40_tips_1000,40,1000,2.000000,0.027027,0.410492,0.088321,0.027623,0.040008
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,641_40_tips_1000,40,1000,8.000000,0.108108,0.930316,0.204636,0.090940,0.038126
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,644_40_tips_1000,40,1000,6.000000,0.081081,0.265887,0.055650,0.032883,0.094439
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,645_40_tips_1000,40,1000,2.000000,0.027027,0.840141,0.202223,0.109713,0.060925
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,64_40_tips_1000,40,1000,4.000000,0.054054,0.244057,0.055179,0.016386,0.056476
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,650_40_tips_1000,40,1000,2.000000,0.027027,0.923197,0.296308,0.109338,0.069516
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,653_40_tips_1000,40,1000,4.000000,0.054054,2.102213,0.822545,0.300777,0.059307
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,654_40_tips_1000,40,1000,4.000000,0.054054,2.614817,0.634062,0.254851,0.057015
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,656_40_tips_1000,40,1000,0.000000,0.000000,0.188485,0.043564,0.019267,0.046792
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,657_40_tips_1000,40,1000,4.000000,0.054054,0.390197,0.081936,0.032860,0.045342
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,65_40_tips_1000,40,1000,8.000000,0.108108,1.191934,0.540865,0.156541,0.083994
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,661_40_tips_1000,40,1000,12.000000,0.162162,0.484155,0.114751,0.040564,0.073837
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,662_40_tips_1000,40,1000,2.000000,0.027027,0.723351,0.173518,0.089209,0.059387
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,664_40_tips_1000,40,1000,4.000000,0.054054,0.400492,0.098946,0.045534,0.065244
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,667_40_tips_1000,40,1000,4.000000,0.054054,0.375224,0.111153,0.028210,0.040738
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,669_40_tips_1000,40,1000,10.000000,0.135135,2.845215,0.716273,0.260072,0.049054
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,670_40_tips_1000,40,1000,6.000000,0.081081,1.493198,0.428953,0.086934,0.057024
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,674_40_tips_1000,40,1000,2.000000,0.027027,0.374169,0.095441,0.034396,0.050637
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,676_40_tips_1000,40,1000,4.000000,0.054054,0.970458,0.221397,0.102024,0.044696
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,677_40_tips_1000,40,1000,6.000000,0.081081,1.515370,0.413330,0.122646,0.048757
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,679_40_tips_1000,40,1000,3.000000,0.040000,0.402958,0.099978,0.030310,0.047084
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,683_40_tips_1000,40,1000,8.000000,0.108108,3.937833,0.871010,0.397904,0.060045
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,684_40_tips_1000,40,1000,2.000000,0.027027,0.232619,0.061536,0.023760,0.063353
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,687_40_tips_1000,40,1000,0.000000,0.000000,0.537357,0.140614,0.031099,0.029517
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,688_40_tips_1000,40,1000,4.000000,0.054054,0.780444,0.210593,0.105578,0.051367
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,689_40_tips_1000,40,1000,6.000000,0.081081,0.408266,0.097919,0.027292,0.043830
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,692_40_tips_1000,40,1000,2.000000,0.027027,0.337806,0.087306,0.024656,0.051294
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,693_40_tips_1000,40,1000,2.000000,0.027027,1.876588,0.547081,0.170058,0.042810
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,694_40_tips_1000,40,1000,2.000000,0.027027,0.969237,0.214069,0.102425,0.043631
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,696_40_tips_1000,40,1000,4.000000,0.054054,0.696262,0.176673,0.051943,0.041618
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,697_40_tips_1000,40,1000,6.000000,0.081081,0.341667,0.081941,0.030053,0.046102
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,69_40_tips_1000,40,1000,2.000000,0.027027,0.465499,0.127124,0.035546,0.035077
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,700_40_tips_1000,40,1000,0.000000,0.000000,0.997571,0.230965,0.083349,0.034536
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,701_40_tips_1000,40,1000,4.000000,0.054054,0.197786,0.049927,0.020353,0.063106
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,704_40_tips_1000,40,1000,8.000000,0.108108,0.110306,0.025711,0.010958,0.089351
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,706_40_tips_1000,40,1000,6.000000,0.081081,0.697011,0.197499,0.137312,0.106868
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,707_40_tips_1000,40,1000,0.000000,0.000000,0.331870,0.073533,0.030739,0.048524
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,709_40_tips_1000,40,1000,4.000000,0.054054,0.796779,0.193873,0.052843,0.036519
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,70_40_tips_1000,40,1000,6.000000,0.081081,0.443352,0.117438,0.054561,0.055320
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,710_40_tips_1000,40,1000,8.000000,0.108108,0.337032,0.083287,0.043690,0.056600
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,711_40_tips_1000,40,1000,8.000000,0.108108,2.021718,0.497103,0.115830,0.031956
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,713_40_tips_1000,40,1000,4.000000,0.054054,0.899994,0.195573,0.060582,0.026283
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,714_40_tips_1000,40,1000,2.000000,0.027027,1.877201,0.482614,0.094404,0.025495
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,717_40_tips_1000,40,1000,4.000000,0.054054,0.130998,0.026899,0.011237,0.103940
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,718_40_tips_1000,40,1000,4.000000,0.054054,0.806704,0.206245,0.067149,0.073788
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,71_40_tips_1000,40,1000,6.000000,0.081081,1.181955,0.284991,0.093709,0.056299
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,721_40_tips_1000,40,1000,8.000000,0.108108,0.293618,0.075442,0.030066,0.067293
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,722_40_tips_1000,40,1000,4.000000,0.054054,1.781106,0.413718,0.206235,0.068679
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,723_40_tips_1000,40,1000,4.000000,0.054054,0.244612,0.054017,0.029759,0.070688
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,726_40_tips_1000,40,1000,2.000000,0.027027,2.865947,0.658320,0.194939,0.036906
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,727_40_tips_1000,40,1000,4.000000,0.054054,2.512061,0.620254,0.140202,0.038824
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,729_40_tips_1000,40,1000,10.000000,0.135135,0.872303,0.188133,0.055619,0.039238
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,72_40_tips_1000,40,1000,16.000000,0.216216,0.068618,0.016178,0.008105,0.193527
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,733_40_tips_1000,40,1000,6.000000,0.081081,0.161285,0.041009,0.014019,0.066117
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,735_40_tips_1000,40,1000,6.000000,0.081081,2.221332,0.514429,0.221598,0.062523
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,736_40_tips_1000,40,1000,0.000000,0.000000,0.354616,0.089747,0.033889,0.067465
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,737_40_tips_1000,40,1000,0.000000,0.000000,0.143670,0.030195,0.011709,0.058894
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,739_40_tips_1000,40,1000,0.000000,0.000000,0.993772,0.305171,0.069796,0.045485
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,740_40_tips_1000,40,1000,16.000000,0.216216,0.185159,0.049799,0.013727,0.080108
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,741_40_tips_1000,40,1000,4.000000,0.054054,0.637493,0.133077,0.093024,0.058353
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,749_40_tips_1000,40,1000,4.000000,0.054054,0.515272,0.138650,0.037963,0.041063
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,750_40_tips_1000,40,1000,6.000000,0.081081,1.798439,0.434270,0.115831,0.040609
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,751_40_tips_1000,40,1000,4.000000,0.054054,2.871223,0.938686,0.563116,0.094709
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,753_40_tips_1000,40,1000,6.000000,0.081081,3.388873,0.858364,0.297254,0.052890
6GPU 20GB,runs/pfbase_26GPU/eval_final_test_set_qsiam,755_40_tips_1000,40,1000,2.000000,0.027027,0.525520,0.139263,0.056341,0.061400
