label,source_run,id,n_tips,length,rf,norm_rf,weighted_rf,kf_score,MAE,MRE
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,0_10_tips_250,10,250,2.000000,0.142857,0.628298,0.390587,0.469723,0.227671
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1003_10_tips_250,10,250,4.000000,0.285714,0.118875,0.046766,0.063757,0.163183
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1004_10_tips_250,10,250,0.000000,0.000000,0.562218,0.305262,0.274695,0.247765
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1006_10_tips_250,10,250,0.000000,0.000000,5.621754,2.584040,1.331078,0.161469
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1007_10_tips_250,10,250,1.000000,0.066667,0.962677,0.528071,0.501574,0.284351
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,100_10_tips_250,10,250,0.000000,0.000000,1.350783,0.773655,0.627104,0.269913
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1011_10_tips_250,10,250,2.000000,0.142857,0.232736,0.105510,0.095446,0.171525
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1012_10_tips_250,10,250,0.000000,0.000000,0.978674,0.558904,0.399859,0.191919
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1016_10_tips_250,10,250,0.000000,0.000000,0.871488,0.522239,0.312704,0.114090
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1028_10_tips_250,10,250,0.000000,0.000000,0.681088,0.346554,0.754229,0.470589
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1029_10_tips_250,10,250,2.000000,0.142857,0.682687,0.321476,0.198842,0.109293
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1035_10_tips_250,10,250,2.000000,0.142857,1.674460,0.744458,0.388897,0.134414
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1036_10_tips_250,10,250,0.000000,0.000000,0.204874,0.094036,0.045781,0.132115
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1039_10_tips_250,10,250,2.000000,0.142857,1.050122,0.545359,0.575498,0.173414
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1051_10_tips_250,10,250,0.000000,0.000000,0.764638,0.537090,0.512103,0.216299
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1056_10_tips_250,10,250,5.000000,0.333333,5.994839,2.784117,2.690261,0.225090
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1074_10_tips_250,10,250,0.000000,0.000000,0.746564,0.359802,0.485384,0.205523
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1077_10_tips_250,10,250,0.000000,0.000000,1.604838,0.740757,0.363364,0.124368
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1078_10_tips_250,10,250,2.000000,0.142857,1.072193,0.509049,0.434195,0.352753
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1096_10_tips_250,10,250,0.000000,0.000000,0.327686,0.170000,0.166446,0.092142
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1100_10_tips_250,10,250,0.000000,0.000000,1.360402,0.583919,0.573681,0.137052
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1113_10_tips_250,10,250,0.000000,0.000000,1.214058,0.540747,0.307314,0.101153
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1115_10_tips_250,10,250,2.000000,0.142857,1.584069,0.848410,1.091919,0.289806
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,111_10_tips_250,10,250,4.000000,0.285714,3.123989,1.632839,0.589452,0.157698
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1120_10_tips_250,10,250,0.000000,0.000000,0.141940,0.062628,0.060617,0.110913
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1124_10_tips_250,10,250,4.000000,0.285714,1.497928,0.868172,0.367392,0.097332
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1133_10_tips_250,10,250,2.000000,0.142857,0.036718,0.017348,0.012942,0.265321
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1137_10_tips_250,10,250,0.000000,0.000000,0.613549,0.294048,0.237499,0.182256
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1180_10_tips_250,10,250,0.000000,0.000000,0.692987,0.490203,0.302656,0.293058
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1196_10_tips_250,10,250,0.000000,0.000000,0.096089,0.041794,0.024149,0.092849
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1201_10_tips_250,10,250,2.000000,0.142857,0.339066,0.186644,0.120593,0.458478
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1205_10_tips_250,10,250,2.000000,0.142857,0.638590,0.349648,0.148607,0.157714
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1207_10_tips_250,10,250,0.000000,0.000000,0.931248,0.657252,0.507021,0.217079
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1215_10_tips_250,10,250,0.000000,0.000000,0.225623,0.109674,0.070582,0.094984
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1219_10_tips_250,10,250,0.000000,0.000000,0.429585,0.205364,0.259944,0.120596
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1222_10_tips_250,10,250,0.000000,0.000000,0.023470,0.010706,0.004373,0.164122
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1249_10_tips_250,10,250,0.000000,0.000000,0.453550,0.215593,0.179136,0.181869
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1252_10_tips_250,10,250,2.000000,0.142857,1.275563,0.486901,0.233142,0.091450
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1259_10_tips_250,10,250,2.000000,0.142857,1.978821,0.915892,0.883914,0.273477
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1260_10_tips_250,10,250,2.000000,0.142857,0.715310,0.330248,0.375023,0.243942
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1267_10_tips_250,10,250,2.000000,0.142857,0.289618,0.182597,0.133094,0.141664
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1271_10_tips_250,10,250,0.000000,0.000000,0.340424,0.156803,0.085255,0.134212
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,127_10_tips_250,10,250,0.000000,0.000000,0.170571,0.087480,0.064543,0.143544
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1283_10_tips_250,10,250,0.000000,0.000000,1.310182,0.587150,0.635114,0.249976
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,128_10_tips_250,10,250,2.000000,0.142857,0.492731,0.414421,0.253863,0.107665
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1290_10_tips_250,10,250,2.000000,0.142857,0.460479,0.240601,0.142471,0.125898
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1304_10_tips_250,10,250,2.000000,0.142857,1.914796,0.908078,0.283171,0.096947
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1324_10_tips_250,10,250,0.000000,0.000000,0.610180,0.329858,0.367484,0.361205
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1327_10_tips_250,10,250,0.000000,0.000000,2.842619,1.414644,0.729798,0.121478
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1328_10_tips_250,10,250,0.000000,0.000000,3.993666,1.961321,1.539887,0.207614
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1355_10_tips_250,10,250,2.000000,0.142857,1.008668,0.677834,0.332971,0.100926
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1360_10_tips_250,10,250,0.000000,0.000000,0.331634,0.252848,0.136304,0.170939
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1361_10_tips_250,10,250,0.000000,0.000000,0.693505,0.425802,0.465147,0.328233
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1363_10_tips_250,10,250,2.000000,0.142857,0.246979,0.118707,0.105967,0.205568
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1371_10_tips_250,10,250,6.000000,0.428571,0.752180,0.331078,0.215596,0.140569
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1373_10_tips_250,10,250,0.000000,0.000000,0.882964,0.469426,0.865692,0.160288
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1374_10_tips_250,10,250,2.000000,0.142857,1.993111,0.861507,0.606859,0.108838
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1376_10_tips_250,10,250,4.000000,0.285714,2.663922,1.018117,1.005021,0.214280
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1377_10_tips_250,10,250,2.000000,0.142857,1.580213,0.815281,0.670190,0.205600
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1383_10_tips_250,10,250,0.000000,0.000000,0.704252,0.371469,0.467062,0.199569
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1386_10_tips_250,10,250,0.000000,0.000000,7.018555,3.698303,0.962689,0.130798
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,138_10_tips_250,10,250,0.000000,0.000000,0.180161,0.088782,0.054253,0.085543
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1390_10_tips_250,10,250,2.000000,0.142857,0.922232,0.486356,0.302751,0.166464
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1408_10_tips_250,10,250,0.000000,0.000000,0.573555,0.248626,0.233263,0.230349
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1412_10_tips_250,10,250,2.000000,0.142857,4.302573,3.093371,1.911185,0.332753
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1413_10_tips_250,10,250,0.000000,0.000000,2.613305,1.298071,0.814778,0.171013
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,141_10_tips_250,10,250,2.000000,0.142857,0.984703,0.437398,0.364469,0.182486
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1427_10_tips_250,10,250,4.000000,0.285714,0.176983,0.076558,0.056504,0.116805
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1450_10_tips_250,10,250,0.000000,0.000000,2.427907,1.194464,0.852427,0.196674
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1455_10_tips_250,10,250,4.000000,0.285714,0.916211,0.628043,0.160561,0.255094
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1456_10_tips_250,10,250,0.000000,0.000000,0.931256,0.666660,0.737933,0.447447
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1457_10_tips_250,10,250,0.000000,0.000000,0.777640,0.428195,0.357261,0.285711
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1467_10_tips_250,10,250,0.000000,0.000000,0.172008,0.075366,0.184890,0.133569
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1472_10_tips_250,10,250,0.000000,0.000000,0.151151,0.086478,0.037668,0.114386
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1478_10_tips_250,10,250,4.000000,0.285714,0.890624,0.415130,0.356709,0.205386
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1483_10_tips_250,10,250,2.000000,0.142857,1.262351,1.031196,0.601971,0.252377
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1487_10_tips_250,10,250,2.000000,0.142857,1.075731,0.575074,0.411242,0.248317
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1488_10_tips_250,10,250,0.000000,0.000000,1.840100,1.288624,0.730627,0.419560
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1490_10_tips_250,10,250,0.000000,0.000000,0.529531,0.250726,0.092151,0.095440
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1498_10_tips_250,10,250,2.000000,0.142857,0.728028,0.308812,0.262106,0.204829
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,149_10_tips_250,10,250,2.000000,0.142857,2.734452,1.544624,1.082989,0.179849
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1501_10_tips_250,10,250,2.000000,0.142857,1.197080,0.640123,0.235677,0.082980
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1505_10_tips_250,10,250,2.000000,0.142857,0.080600,0.034939,0.013126,0.216382
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1509_10_tips_250,10,250,0.000000,0.000000,3.730786,1.531870,0.929513,0.223833
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1511_10_tips_250,10,250,2.000000,0.142857,1.799223,1.305291,1.080742,0.565519
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1519_10_tips_250,10,250,0.000000,0.000000,0.926496,0.576701,0.413625,0.174459
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1522_10_tips_250,10,250,2.000000,0.142857,0.774115,0.322054,0.175226,0.153965
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1523_10_tips_250,10,250,0.000000,0.000000,0.553867,0.239447,0.166649,0.159963
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1526_10_tips_250,10,250,6.000000,0.428571,0.023413,0.009504,0.012799,0.232615
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1535_10_tips_250,10,250,0.000000,0.000000,0.532652,0.247851,0.098573,0.103545
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1536_10_tips_250,10,250,0.000000,0.000000,0.984178,0.683175,0.378760,0.150404
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1540_10_tips_250,10,250,2.000000,0.142857,0.601742,0.548570,0.225863,0.376286
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1545_10_tips_250,10,250,0.000000,0.000000,0.322047,0.185287,0.181035,0.129987
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,154_10_tips_250,10,250,2.000000,0.142857,0.657827,0.288367,0.143435,0.061686
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1562_10_tips_250,10,250,2.000000,0.142857,0.204304,0.092369,0.093430,0.314823
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1567_10_tips_250,10,250,0.000000,0.000000,2.080596,0.958194,0.464968,0.100447
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1568_10_tips_250,10,250,2.000000,0.142857,0.080256,0.037739,0.014473,0.160041
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1574_10_tips_250,10,250,2.000000,0.142857,0.280415,0.131489,0.057116,0.101321
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,159_10_tips_250,10,250,2.000000,0.142857,1.114652,0.479602,0.351902,0.232138
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,15_10_tips_250,10,250,0.000000,0.000000,0.252328,0.151890,0.173407,0.143234
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1600_10_tips_250,10,250,0.000000,0.000000,0.681603,0.347317,0.495771,0.164707
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1603_10_tips_250,10,250,4.000000,0.285714,0.906339,0.586736,0.323961,0.151932
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1608_10_tips_250,10,250,0.000000,0.000000,0.327119,0.193461,0.100672,0.094022
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1613_10_tips_250,10,250,4.000000,0.285714,1.681000,0.827682,0.900930,0.502415
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1617_10_tips_250,10,250,0.000000,0.000000,0.173037,0.074519,0.100219,0.135344
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1622_10_tips_250,10,250,0.000000,0.000000,2.047888,1.040288,0.452802,0.069725
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1631_10_tips_250,10,250,0.000000,0.000000,0.368590,0.160091,0.159341,0.110243
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1635_10_tips_250,10,250,2.000000,0.142857,1.900785,0.904068,0.709070,0.147680
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1636_10_tips_250,10,250,10.000000,0.714286,0.023797,0.011047,0.007286,0.282171
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1644_10_tips_250,10,250,0.000000,0.000000,1.040430,0.674764,0.311798,0.127714
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1660_10_tips_250,10,250,2.000000,0.142857,0.543419,0.403147,0.228162,0.186079
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1665_10_tips_250,10,250,2.000000,0.142857,0.980044,0.529204,0.641640,0.197507
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1667_10_tips_250,10,250,0.000000,0.000000,0.180807,0.085484,0.044444,0.103276
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1681_10_tips_250,10,250,1.000000,0.066667,1.354646,0.635981,0.840096,0.425952
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1692_10_tips_250,10,250,2.000000,0.142857,0.703002,0.434410,0.403534,0.248818
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1707_10_tips_250,10,250,0.000000,0.000000,0.581208,0.294530,0.140266,0.136527
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1711_10_tips_250,10,250,0.000000,0.000000,0.422486,0.213081,0.242079,0.188186
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1712_10_tips_250,10,250,0.000000,0.000000,2.041779,0.848501,0.353014,0.088688
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1715_10_tips_250,10,250,4.000000,0.285714,0.863267,0.378279,0.132112,0.080697
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1716_10_tips_250,10,250,4.000000,0.285714,0.405762,0.231445,0.117956,0.204676
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1722_10_tips_250,10,250,4.000000,0.285714,0.988835,0.439495,0.260898,0.180008
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1723_10_tips_250,10,250,4.000000,0.285714,0.210533,0.102144,0.101250,0.144130
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1732_10_tips_250,10,250,0.000000,0.000000,2.213454,0.973747,0.848464,0.187956
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1738_10_tips_250,10,250,0.000000,0.000000,0.459099,0.226444,0.150669,0.089954
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1746_10_tips_250,10,250,2.000000,0.142857,0.664996,0.355468,0.251940,0.194926
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1754_10_tips_250,10,250,0.000000,0.000000,0.685835,0.339485,0.211245,0.173445
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1760_10_tips_250,10,250,0.000000,0.000000,0.858072,0.595878,0.263014,0.101219
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1764_10_tips_250,10,250,2.000000,0.142857,0.954720,0.606685,0.403988,0.242721
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1767_10_tips_250,10,250,6.000000,0.428571,3.966411,1.649893,0.893760,0.126675
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1771_10_tips_250,10,250,2.000000,0.142857,0.202676,0.097582,0.050743,0.092548
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1773_10_tips_250,10,250,0.000000,0.000000,2.920321,1.702021,1.127009,0.235435
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1775_10_tips_250,10,250,0.000000,0.000000,1.306848,0.677123,0.468918,0.245368
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1776_10_tips_250,10,250,2.000000,0.142857,1.949818,1.071506,0.434608,0.132740
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1779_10_tips_250,10,250,2.000000,0.142857,5.453254,2.790906,2.014875,0.200997
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1781_10_tips_250,10,250,0.000000,0.000000,1.087844,0.584118,0.164213,0.120224
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1788_10_tips_250,10,250,0.000000,0.000000,1.238154,0.662134,0.704309,0.268555
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,178_10_tips_250,10,250,0.000000,0.000000,0.263464,0.205961,0.258999,0.130703
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1790_10_tips_250,10,250,2.000000,0.142857,0.296959,0.123957,0.159528,0.118707
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,17_10_tips_250,10,250,0.000000,0.000000,1.136815,0.650868,0.474214,0.158691
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1800_10_tips_250,10,250,2.000000,0.142857,2.098717,1.079040,0.692800,0.284452
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1801_10_tips_250,10,250,0.000000,0.000000,1.020638,0.472794,0.307114,0.100361
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1808_10_tips_250,10,250,0.000000,0.000000,3.569051,2.253490,1.175307,0.256832
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1810_10_tips_250,10,250,0.000000,0.000000,0.721214,0.327775,0.399984,0.310952
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1814_10_tips_250,10,250,0.000000,0.000000,0.882222,0.523410,0.290152,0.129514
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1818_10_tips_250,10,250,0.000000,0.000000,0.772461,0.427369,0.290237,0.249936
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1822_10_tips_250,10,250,2.000000,0.142857,0.736166,0.375444,0.723388,0.266723
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1823_10_tips_250,10,250,2.000000,0.142857,0.570969,0.285212,0.591464,0.168822
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1826_10_tips_250,10,250,2.000000,0.142857,1.018281,0.657545,0.329080,0.140056
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1827_10_tips_250,10,250,2.000000,0.142857,0.442023,0.175965,0.074095,0.070727
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1835_10_tips_250,10,250,0.000000,0.000000,0.095775,0.046336,0.079084,0.192886
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1839_10_tips_250,10,250,8.000000,0.571429,0.755746,0.298545,0.154026,0.117911
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1846_10_tips_250,10,250,0.000000,0.000000,2.892722,1.534113,1.483854,0.543296
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1854_10_tips_250,10,250,0.000000,0.000000,0.419736,0.201279,0.113559,0.121791
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1855_10_tips_250,10,250,2.000000,0.142857,0.221483,0.097424,0.048987,0.078747
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1861_10_tips_250,10,250,4.000000,0.285714,3.370349,2.422293,0.854580,0.188579
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1864_10_tips_250,10,250,0.000000,0.000000,1.063646,0.465759,0.877023,0.216594
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1868_10_tips_250,10,250,0.000000,0.000000,1.141167,0.586734,0.373401,0.179552
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1878_10_tips_250,10,250,2.000000,0.142857,0.270327,0.111103,0.133958,0.086572
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,187_10_tips_250,10,250,2.000000,0.142857,1.603581,0.818163,0.714849,0.242085
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1880_10_tips_250,10,250,2.000000,0.142857,0.360576,0.152440,0.135148,0.092156
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1882_10_tips_250,10,250,0.000000,0.000000,1.104804,0.733109,0.613833,0.259242
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1885_10_tips_250,10,250,2.000000,0.142857,0.625499,0.267461,0.274453,0.167899
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1888_10_tips_250,10,250,0.000000,0.000000,1.439029,0.831450,0.528453,0.118697
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1889_10_tips_250,10,250,2.000000,0.142857,0.301393,0.182361,0.102393,0.169434
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1890_10_tips_250,10,250,2.000000,0.142857,0.537410,0.362911,0.200738,0.154239
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1892_10_tips_250,10,250,2.000000,0.142857,0.160379,0.075510,0.022775,0.153574
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1897_10_tips_250,10,250,2.000000,0.142857,0.122026,0.057144,0.030131,0.137807
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1899_10_tips_250,10,250,0.000000,0.000000,0.895871,0.438779,0.356881,0.133112
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1901_10_tips_250,10,250,4.000000,0.285714,1.586117,0.619842,0.318635,0.156140
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1902_10_tips_250,10,250,0.000000,0.000000,0.765569,0.655082,0.392423,0.211109
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1906_10_tips_250,10,250,0.000000,0.000000,0.031766,0.017832,0.018306,0.315260
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,191_10_tips_250,10,250,0.000000,0.000000,0.143474,0.096750,0.084695,0.177656
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1921_10_tips_250,10,250,3.000000,0.200000,0.270354,0.130023,0.043098,0.116737
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1928_10_tips_250,10,250,2.000000,0.142857,0.063215,0.027939,0.020021,0.206739
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1936_10_tips_250,10,250,0.000000,0.000000,0.497651,0.249307,0.394092,0.208017
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1942_10_tips_250,10,250,0.000000,0.000000,0.603747,0.297743,0.283649,0.181024
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1948_10_tips_250,10,250,0.000000,0.000000,0.381519,0.178155,0.094527,0.120649
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1957_10_tips_250,10,250,0.000000,0.000000,0.478609,0.218902,0.241125,0.206433
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1963_10_tips_250,10,250,0.000000,0.000000,0.235087,0.110513,0.058245,0.075957
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1968_10_tips_250,10,250,0.000000,0.000000,0.477830,0.284870,0.236481,0.238563
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1974_10_tips_250,10,250,6.000000,0.428571,0.088514,0.050088,0.014911,0.181797
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1989_10_tips_250,10,250,0.000000,0.000000,0.527915,0.233443,0.292431,0.163342
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1991_10_tips_250,10,250,2.000000,0.142857,0.223295,0.115983,0.211214,0.395905
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1992_10_tips_250,10,250,0.000000,0.000000,0.689963,0.345547,0.379451,0.252243
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1993_10_tips_250,10,250,0.000000,0.000000,0.469393,0.263285,0.463323,0.265318
PF+FastME,data/topos_lggc.csv + data/dists_lggc.csv,1998_10_tips_250,10,250,0.000000,0.000000,1.103479,0.674801,0.668263,0.202444
